ldndc_species_parameter_number,common_name,scientific_name,subfamily,tribe,genus,descriptor,search.text,categor,code,description,unit in words,unit,significant.digits,minimum,maximum,point_estimate,midpoint,references,reference_minimum,reference_maximum,reference_point_estimate
,Bermuda grass,Cynodon dactylon,Chloridoideae ,Cynodonteae,cynodon,,"studies which report the relative available soil water content at which drought affects photosynthesis activity as a fraction   (0) , and the values reported therein, of Bermuda grass (Cynodon dactylon) under semi-arid environments. If no data for this species exists, please default first to other species of the genus cynodon and then the family Chloridoideae  and then the tribe Cynodonteae.",,H2OREF_A,relative available soil water content at which drought affects photosynthesis activity,a fraction ,0,2,0.3,0.7,0.45,0.5,KIT L-DNDC data,,,
,Bermuda grass,Cynodon dactylon,Chloridoideae ,Cynodonteae,cynodon,,"studies which report the relative available soil water content below which restricted water availability triggers plant senescence as a fraction   (0) , and the values reported therein, of Bermuda grass (Cynodon dactylon) under semi-arid environments. If no data for this species exists, please default first to other species of the genus cynodon and then the family Chloridoideae  and then the tribe Cynodonteae.",,H2OREF_SENESCENCE,relative available soil water content below which restricted water availability triggers plant senescence,a fraction ,0,2,0,0.2,0,0.1,KIT L-DNDC library,,,
,Bermuda grass,Cynodon dactylon,Chloridoideae ,Cynodonteae,cynodon,,"studies which report the relative available soil water content at which stomata are fully closed as a fraction   (0) , and the values reported therein, of Bermuda grass (Cynodon dactylon) under semi-arid environments. If no data for this species exists, please default first to other species of the genus cynodon and then the family Chloridoideae  and then the tribe Cynodonteae.",,H2OREF_GS,relative available soil water content at which stomata are fully closed,a fraction ,0,2,0.33,0.4,0.33,0.365,MDPI physiological survey,,,
,Bermuda grass,Cynodon dactylon,Chloridoideae ,Cynodonteae,cynodon,c4 perennial tufted and drought adapted grass,"studies which report the relative available soil water content at which stomata are fully closed as a fraction   (0) , and the values reported therein, of African Foxtail Grass (cenchrus mezianum or pennisetum mezianum) under semi-arid environments. If no data for this species exists, please default first to other species of the genus cenchrus and then the family Panicoideae and then the tribe Paniceae.",,H2OREF_FLUSHING,"relative available soil water content below which flushing is affected by water
availability",,fraction,2,0.1,0.3,0.15,0.2,Rahimi et al. 2021 fallback,,,
,Bermuda grass,Cynodon dactylon,Chloridoideae ,Cynodonteae,cynodon,c4 perennial tufted and drought adapted grass,"studies which report the relative available soil water content at which stomata are fully closed as a fraction   (0) , and the values reported therein, of African Foxtail Grass (cenchrus mezianum or pennisetum mezianum) under semi-arid environments. If no data for this species exists, please default first to other species of the genus cenchrus and then the family Panicoideae and then the tribe Paniceae.",,H2OREF_LEAF_GROWTH,relative available soil water content below which leaf growth is affected,,fraction,2,0.3,0.5,0.4,0.4,Standard C4 grass default,,,
,Bermuda grass,Cynodon dactylon,Chloridoideae ,Cynodonteae,cynodon,,"studies which report the maximum stomatal conductivity  as millimols of h2o per square meter per second  (mmol H?O m?ï¿½ s?ï¿½ï¿½) , and the values reported therein, of Bermuda grass (Cynodon dactylon) under semi-arid environments. If no data for this species exists, please default first to other species of the genus cynodon and then the family Chloridoideae  and then the tribe Cynodonteae.",,GSMAX,maximum stomatal conductivity ,millimols of h2o per square meter per second,mmol H?O m?ï¿½ s?ï¿½ï¿½,1,210,620,210,415,Morgan & Brown 1983,,,
,Bermuda grass,Cynodon dactylon,Chloridoideae ,Cynodonteae,cynodon,,"studies which report the minimum stomatal conductivity  as millimols of h2o per square meter per second  (mmol H?O m?ï¿½ s?ï¿½ï¿½) , and the values reported therein, of Bermuda grass (Cynodon dactylon) under semi-arid environments. If no data for this species exists, please default first to other species of the genus cynodon and then the family Chloridoideae  and then the tribe Cynodonteae.",,GSMIN,minimum stomatal conductivity ,millimols of h2o per square meter per second,mmol H?O m?ï¿½ s?ï¿½ï¿½,1,2,5,3.5,3.5,Ulisboa research data,,,
,Bermuda grass,Cynodon dactylon,Chloridoideae ,Cynodonteae,cynodon,,"studies which report the Biomass fraction of foliage at maturity. as fraction  (0) , and the values reported therein, of Bermuda grass (Cynodon dactylon) under semi-arid environments. If no data for this species exists, please default first to other species of the genus cynodon and then the family Chloridoideae  and then the tribe Cynodonteae.",,FRACTION_FOLIAGE,Biomass fraction of foliage at maturity.,fraction,0,2,0.2,0.45,0.3,0.325,tsusinvasives.org,,,
,Bermuda grass,Cynodon dactylon,Chloridoideae ,Cynodonteae,cynodon,,"studies which report the Biomass fraction of roots at maturity as fraction  (0) , and the values reported therein, of Bermuda grass (Cynodon dactylon) under semi-arid environments. If no data for this species exists, please default first to other species of the genus cynodon and then the family Chloridoideae  and then the tribe Cynodonteae.",,FRACTION_ROOT,Biomass fraction of roots at maturity,fraction,0,2,0.4,0.65,0.5,0.525,ResearchGate root mass studies,,,
,Bermuda grass,Cynodon dactylon,Chloridoideae ,Cynodonteae,cynodon,,"studies which report the Biomass fraction of fruit at maturity. as fraction  (0) , and the values reported therein, of Bermuda grass (Cynodon dactylon) under semi-arid environments. If no data for this species exists, please default first to other species of the genus cynodon and then the family Chloridoideae  and then the tribe Cynodonteae.",,FRACTION_FRUIT,Biomass fraction of fruit at maturity.,fraction,0,2,,,,,,,,
,Bermuda grass,Cynodon dactylon,Chloridoideae ,Cynodonteae,cynodon,,"studies which report the Maximum relative growth rate for foliage as fraction   (0) , and the values reported therein, of Bermuda grass (Cynodon dactylon) under semi-arid environments. If no data for this species exists, please default first to other species of the genus cynodon and then the family Chloridoideae  and then the tribe Cynodonteae.",,FOLRELGROMAX,Maximum relative growth rate for foliage,fraction ,0,2,0.08,0.15,0.1,0.115,KIT L-DNDC doc,,,
,Bermuda grass,Cynodon dactylon,Chloridoideae ,Cynodonteae,cynodon,,"studies which report the Foliage biomass under optimal, closed canopy condition (kg m-2) as kg per square meter  (kg m^-2) , and the values reported therein, of Bermuda grass (Cynodon dactylon) under semi-arid environments. If no data for this species exists, please default first to other species of the genus cynodon and then the family Chloridoideae  and then the tribe Cynodonteae.",,MFOLOPT,"Foliage biomass under optimal, closed canopy condition (kg m-2)",kg per square meter,kg m^-2,2,0.2,0.6,0.35,0.4,L-DNDC standard,,,
,Bermuda grass,Cynodon dactylon,Chloridoideae ,Cynodonteae,cynodon,,"studies which report the Specific interception capacity of foliage  as meters per square meter of LAI  (m m^-2 LAI) , and the values reported therein, of Bermuda grass (Cynodon dactylon) under semi-arid environments. If no data for this species exists, please default first to other species of the genus cynodon and then the family Chloridoideae  and then the tribe Cynodonteae.",,MWFM,Specific interception capacity of foliage ,meters per square meter of LAI,m m^-2 LAI,5,0.0001,0.0002,0.00015,0.00015,ResearchGate survey,,,
,Bermuda grass,Cynodon dactylon,Chloridoideae ,Cynodonteae,cynodon,,"studies which report the maximal net photosynthesis as nanomols of CO2 per gram per second  (0) , and the values reported therein, of Bermuda grass (Cynodon dactylon) under semi-arid environments. If no data for this species exists, please default first to other species of the genus cynodon and then the family Chloridoideae  and then the tribe Cynodonteae.",,AMAXB,maximal net photosynthesis,nanomols of CO2 per gram per second,0,2,400,600,440,500,GLOPNET database,,,
,Bermuda grass,Cynodon dactylon,Chloridoideae ,Cynodonteae,cynodon,,"studies which report the specific leaf area in the shade as square meters per kilogram  (m^2 kg^-1) , and the values reported therein, of Bermuda grass (Cynodon dactylon) under semi-arid environments. If no data for this species exists, please default first to other species of the genus cynodon and then the family Chloridoideae  and then the tribe Cynodonteae.",,SLAMAX,specific leaf area in the shade,square meters per kilogram,m^2 kg^-1,1,30,35.8,34,32.9,CROPGRO-PFM,,,
,Bermuda grass,Cynodon dactylon,Chloridoideae ,Cynodonteae,cynodon,,"studies which report the specific leaf area under full sun as square meters per kilogram  (m^2 kg^-1) , and the values reported therein, of Bermuda grass (Cynodon dactylon) under semi-arid environments. If no data for this species exists, please default first to other species of the genus cynodon and then the family Chloridoideae  and then the tribe Cynodonteae.",,SLAMIN,specific leaf area under full sun,square meters per kilogram,m^2 kg^-1,1,13,13.9,13,13.45,DSSAT; CROPGRO,,,
,Bermuda grass,Cynodon dactylon,Chloridoideae ,Cynodonteae,cynodon,,"studies which report the Time interval necessary to complete growth of new foliage as days  (0) , and the values reported therein, of Bermuda grass (Cynodon dactylon) under semi-arid environments. If no data for this species exists, please default first to other species of the genus cynodon and then the family Chloridoideae  and then the tribe Cynodonteae.",,NDFLUSH,Time interval necessary to complete growth of new foliage,days,0,0,15,45,30,30,Copernicus 2021,,,
,Bermuda grass,Cynodon dactylon,Chloridoideae ,Cynodonteae,cynodon,,"studies which report the duration of senescence  as days  (0) , and the values reported therein, of Bermuda grass (Cynodon dactylon) under semi-arid environments. If no data for this species exists, please default first to other species of the genus cynodon and then the family Chloridoideae  and then the tribe Cynodonteae.",phenology,NDMORTA,duration of senescence,days,0,0,40,120,80,100,Copernicus 2021,,,
,Bermuda grass,Cynodon dactylon,Chloridoideae ,Cynodonteae,cynodon,,"studies which report the base temperature for growing degree days as 0  (0) , and the values reported therein, of Bermuda grass (Cynodon dactylon) under semi-arid environments. If no data for this species exists, please default first to other species of the genus cynodon and then the family Chloridoideae  and then the tribe Cynodonteae.",phenology,GDD_BASE_TEMPERATURE,base temperature for growing degree days,,,0,7.7,15,10,11.35,Greencast Online,,,
,Bermuda grass,Cynodon dactylon,Chloridoideae ,Cynodonteae,cynodon,,"studies which report the growing degree days until beginning of emergence as days  (GDD) , and the values reported therein, of Bermuda grass (Cynodon dactylon) under semi-arid environments. If no data for this species exists, please default first to other species of the genus cynodon and then the family Chloridoideae  and then the tribe Cynodonteae.",phenology,GDD_EMERG,growing degree days until beginning of emergence,days,GDD,0,100,230,140,165,Purdue Turf science,,,
,Bermuda grass,Cynodon dactylon,Chloridoideae ,Cynodonteae,cynodon,,"studies which report the growing degree days until maturity as days  (GDD) , and the values reported therein, of Bermuda grass (Cynodon dactylon) under semi-arid environments. If no data for this species exists, please default first to other species of the genus cynodon and then the family Chloridoideae  and then the tribe Cynodonteae.",phenology,GDD_MATURITY,growing degree days until maturity,days,GDD,0,600,2000,1500,1300,Greencast Online survey,,,
,Bermuda grass,Cynodon dactylon,Chloridoideae ,Cynodonteae,cynodon,,"studies which report the growing degree days until begin of stem elongation as days  (GDD) , and the values reported therein, of Bermuda grass (Cynodon dactylon) under semi-arid environments. If no data for this species exists, please default first to other species of the genus cynodon and then the family Chloridoideae  and then the tribe Cynodonteae.",phenology,GDD_STEM_ELONGATION,growing degree days until begin of stem elongation,days,GDD,0,200,500,400,350,Sabrao Journal 2012,,,
,Bermuda grass,Cynodon dactylon,Chloridoideae ,Cynodonteae,cynodon,,"studies which report the growing degree days until downwards root growth ceases as growing degree days  (GDD) , and the values reported therein, of Bermuda grass (Cynodon dactylon) under semi-arid environments. If no data for this species exists, please default first to other species of the genus cynodon and then the family Chloridoideae  and then the tribe Cynodonteae.",phenology,GDD_ROOTS_GROWN,growing degree days until downwards root growth ceases,growing degree days,GDD,0,500,1000,705,750,University of Minnesota research,,,
,Bermuda grass,Cynodon dactylon,Chloridoideae ,Cynodonteae,cynodon,,"studies which report the minimum temperature sum for foliage activity onset as growing degree days  (GDD) , and the values reported therein, of Bermuda grass (Cynodon dactylon) under semi-arid environments. If no data for this species exists, please default first to other species of the genus cynodon and then the family Chloridoideae  and then the tribe Cynodonteae.",phenology,GDDFOLSTART,minimum temperature sum for foliage activity onset,growing degree days,GDD,0,150,500,400,325,ResearchGate survey,,,
,Bermuda grass,Cynodon dactylon,Chloridoideae ,Cynodonteae,cynodon,,"studies which report the growing degree days to complete foliar production as growing degree days  (GDD) , and the values reported therein, of Bermuda grass (Cynodon dactylon) under semi-arid environments. If no data for this species exists, please default first to other species of the genus cynodon and then the family Chloridoideae  and then the tribe Cynodonteae.",phenology,GDDFOLEND,growing degree days to complete foliar production,growing degree days,GDD,0,1100,1400,1100,1250,LandscapeDNDC standard,,,
,African Foxtail Grass,cenchrus mezianum or pennisetum mezianum,Panicoideae,Paniceae,cenchrus,,"studies which report the Michaelis Menten constant for O2 at 25 degrees C as millimols per mol per mbar  (mmol mol-1 mbar-1) , and the values reported therein, of African Foxtail Grass (cenchrus mezianum or pennisetum mezianum) under semi-arid environments. If no data for this species exists, please default first to other species of the genus cenchrus and then the family Panicoideae and then the tribe Paniceae.",,KO25,Michaelis Menten constant for O2 at 25 degrees C,millimols per mol per mbar,mmol mol-1 mbar-1,2,625,787,625,706,Sharwood et al. 2016,,,
,African Foxtail Grass,cenchrus mezianum or pennisetum mezianum,Panicoideae,Paniceae,cenchrus,,"studies which report the Maintenance coefficient at reference temperature as fraction  (0) , and the values reported therein, of African Foxtail Grass (cenchrus mezianum or pennisetum mezianum) under semi-arid environments. If no data for this species exists, please default first to other species of the genus cenchrus and then the family Panicoideae and then the tribe Paniceae.",,KM20,Maintenance coefficient at reference temperature,fraction,0,2,0.015,0.025,0.02,0.02,Thornley & Cannell 2000 fallback,,,
,African Foxtail Grass,cenchrus mezianum or pennisetum mezianum,Panicoideae,Paniceae,cenchrus,,"studies which report the Maximum RubP saturated rate of carboxylation at 25oC for sun leaves as micromols per square meter per second  (umol m^-2 s^-1) , and the values reported therein, of African Foxtail Grass (cenchrus mezianum or pennisetum mezianum) under semi-arid environments. If no data for this species exists, please default first to other species of the genus cenchrus and then the family Panicoideae and then the tribe Paniceae.",,VCMAX,Maximum RubP saturated rate of carboxylation at 25oC for sun leaves,micromols per square meter per second,umol m^-2 s^-1,2,60,100,80,80,Anderson et al. 2006,,,
,African Foxtail Grass,cenchrus mezianum or pennisetum mezianum,Panicoideae,Paniceae,cenchrus,,"studies which report the Activation energy for electron transport as Joules per mol  (J mol^-1) , and the values reported therein, of African Foxtail Grass (cenchrus mezianum or pennisetum mezianum) under semi-arid environments. If no data for this species exists, please default first to other species of the genus cenchrus and then the family Panicoideae and then the tribe Paniceae.",,AEJM,Activation energy for electron transport,Joules per mol,J mol^-1,0,77900,79500,79500,78700,Rahimi et al. 2021,,,
,African Foxtail Grass,cenchrus mezianum or pennisetum mezianum,Panicoideae,Paniceae,cenchrus,,"studies which report the Activation energy for Michaelis-Menten constant for CO2 as Joules per mol  (J mol^-1) , and the values reported therein, of African Foxtail Grass (cenchrus mezianum or pennisetum mezianum) under semi-arid environments. If no data for this species exists, please default first to other species of the genus cenchrus and then the family Panicoideae and then the tribe Paniceae.",,AEKC,Activation energy for Michaelis-Menten constant for CO2,Joules per mol,J mol^-1,0,54900,64200,54900,59550,Sharwood et al. 2016; Rahimi et al. 2021,,,
,African Foxtail Grass,cenchrus mezianum or pennisetum mezianum,Panicoideae,Paniceae,cenchrus,,"studies which report the Activation energy for Michaelis-Menten constant for O2 as Joules per mol  (J mol^-1) , and the values reported therein, of African Foxtail Grass (cenchrus mezianum or pennisetum mezianum) under semi-arid environments. If no data for this species exists, please default first to other species of the genus cenchrus and then the family Panicoideae and then the tribe Paniceae.",,AEKO,Activation energy for Michaelis-Menten constant for O2,Joules per mol,J mol^-1,0,10500,36000,10500,23250,Rahimi et al. 2021; Bernacchi et al. 2001 fallback,,,
,African Foxtail Grass,cenchrus mezianum or pennisetum mezianum,Panicoideae,Paniceae,cenchrus,,"studies which report the Activation energy for dark respiration as Joules per mol  (J mol^-1) , and the values reported therein, of African Foxtail Grass (cenchrus mezianum or pennisetum mezianum) under semi-arid environments. If no data for this species exists, please default first to other species of the genus cenchrus and then the family Panicoideae and then the tribe Paniceae.",,AERD,Activation energy for dark respiration,Joules per mol,J mol^-1,0,46390,53000,50967,49695,Rahimi et al. 2021; Collatz et al. 1992,,,
,African Foxtail Grass,cenchrus mezianum or pennisetum mezianum,Panicoideae,Paniceae,cenchrus,,"studies which report the Activation energy for photosynthesis as micromols per mol per mbar  ( ï¿½mol mol^?1 mbar^-1) , and the values reported therein, of African Foxtail Grass (cenchrus mezianum or pennisetum mezianum) under semi-arid environments. If no data for this species exists, please default first to other species of the genus cenchrus and then the family Panicoideae and then the tribe Paniceae.",,AEVC,Activation energy for photosynthesis,micromols per mol per mbar, ï¿½mol mol^?1 mbar^-1,0,58520,69900,69900,64210,Sharwood et al. 2016; Rahimi et al. 2021,,,
,African Foxtail Grass,cenchrus mezianum or pennisetum mezianum,Panicoideae,Paniceae,cenchrus,,"studies which report the Activation energy for RubP oxygenation as Joules per mol  (J mol-1) , and the values reported therein, of African Foxtail Grass (cenchrus mezianum or pennisetum mezianum) under semi-arid environments. If no data for this species exists, please default first to other species of the genus cenchrus and then the family Panicoideae and then the tribe Paniceae.",,AEVO,Activation energy for RubP oxygenation,Joules per mol,J mol-1,0,28500,48390,37530,38445,Massad et al. 2007; Bernacchi et al. 2001,,,
,African Foxtail Grass,cenchrus mezianum or pennisetum mezianum,Panicoideae,Paniceae,cenchrus,,"studies which report the Michaelis Menten constant for CO2 at 25 degrees C as micromols per mol per mbar  (umol mol-1 ubar-1) , and the values reported therein, of African Foxtail Grass (cenchrus mezianum or pennisetum mezianum) under semi-arid environments. If no data for this species exists, please default first to other species of the genus cenchrus and then the family Panicoideae and then the tribe Paniceae.",,KC25,Michaelis Menten constant for CO2 at 25 degrees C,micromols per mol per mbar,umol mol-1 ubar-1),2,626,1210,650,918,Anderson et al. 2006; von Caemmerer 2000,,,
,African Foxtail Grass,cenchrus mezianum or pennisetum mezianum,Panicoideae,Paniceae,cenchrus,,"studies which report the Curvature parameter for the light response curve as 0  (0) , and the values reported therein, of African Foxtail Grass (cenchrus mezianum or pennisetum mezianum) under semi-arid environments. If no data for this species exists, please default first to other species of the genus cenchrus and then the family Panicoideae and then the tribe Paniceae.",,THETA,Curvature parameter for the light response curve,0,0,2,0.65,0.85,0.7,0.75,Sonawane et al. 2018; Anderson et al. 2006,,,
,African Foxtail Grass,cenchrus mezianum or pennisetum mezianum,Panicoideae,Paniceae,cenchrus,,"studies which report the Relation between maximum electron transport rate and RubP saturated rate of carboxylation (ï¿½). as micromols per square meter per second  (umol m^-2 s^-1) , and the values reported therein, of African Foxtail Grass (cenchrus mezianum or pennisetum mezianum) under semi-arid environments. If no data for this species exists, please default first to other species of the genus cenchrus and then the family Panicoideae and then the tribe Paniceae.",,QJVC,Relation between maximum electron transport rate and RubP saturated rate of carboxylation (ï¿½).,micromols per square meter per second,umol m^-2 s^-1,2,1.6,4.5,2.8,3.05,von Caemmerer 2000; Anderson et al. 2006,,,
,African Foxtail Grass,cenchrus mezianum or pennisetum mezianum,Panicoideae,Paniceae,cenchrus,,"studies which report the Relation between dark respiration rate and RubP saturated rate of carboxyla tion at 25 oC as micromols per square meter per second  (umol m^-2 s^-1) , and the values reported therein, of African Foxtail Grass (cenchrus mezianum or pennisetum mezianum) under semi-arid environments. If no data for this species exists, please default first to other species of the genus cenchrus and then the family Panicoideae and then the tribe Paniceae.",,QRD25,Relation between dark respiration rate and RubP saturated rate of carboxyla tion at 25 oC,micromols per square meter per second,umol m^-2 s^-1,2,0.01,0.04,0.02,0.025,von Caemmerer 2000; Rahimi et al. 2021,,,
,African Foxtail Grass,cenchrus mezianum or pennisetum mezianum,Panicoideae,Paniceae,cenchrus,,"studies which report the Maximum instantaneous water use efficiency as milligrams of carbon dioxide per gram of water  (mg CO2 g^-1 H2O) , and the values reported therein, of African Foxtail Grass (cenchrus mezianum or pennisetum mezianum) under semi-arid environments. If no data for this species exists, please default first to other species of the genus cenchrus and then the family Panicoideae and then the tribe Paniceae.",water,WUECMAX,Maximum instantaneous water use efficiency,milligrams of carbon dioxide per gram of water,mg CO2 g^-1 H2O,1,5.3,14,10.9,9.65,Coughenour 1985; KIT L-DNDC documentation,,,
,African Foxtail Grass,cenchrus mezianum or pennisetum mezianum,Panicoideae,Paniceae,cenchrus,,"studies which report the minimum instantaneous water use efficiency as milligrams of carbon dioxide per gram of water  (mg CO2 g^-1 H2O) , and the values reported therein, of African Foxtail Grass (cenchrus mezianum or pennisetum mezianum) under semi-arid environments. If no data for this species exists, please default first to other species of the genus cenchrus and then the family Panicoideae and then the tribe Paniceae.",water,WUECMIN,minimum instantaneous water use efficiency,milligrams of carbon dioxide per gram of water,mg CO2 g^-1 H2O,1,2,5.3,5.3,3.65,Coughenour 1985; KIT L-DNDC documentation,,,
,African Foxtail Grass,cenchrus mezianum or pennisetum mezianum,Panicoideae,Paniceae,cenchrus,,"studies which report the relative available soil water content at which drought affects photosynthesis activity as a fraction   (0) , and the values reported therein, of African Foxtail Grass (cenchrus mezianum or pennisetum mezianum) under semi-arid environments. If no data for this species exists, please default first to other species of the genus cenchrus and then the family Panicoideae and then the tribe Paniceae.",water,H2OREF_A,relative available soil water content at which drought affects photosynthesis activity,a fraction ,0,2,0.2,0.4,0.3,0.35,Sheriff & Ludlow 1984,,,
,African Foxtail Grass,cenchrus mezianum or pennisetum mezianum,Panicoideae,Paniceae,cenchrus,,"studies which report the relative available soil water content below which restricted water availability triggers plant senescence as a fraction   (0) , and the values reported therein, of African Foxtail Grass (cenchrus mezianum or pennisetum mezianum) under semi-arid environments. If no data for this species exists, please default first to other species of the genus cenchrus and then the family Panicoideae and then the tribe Paniceae.",water,H2OREF_SENESCENCE,relative available soil water content below which restricted water availability triggers plant senescence,a fraction ,0,2,0.1,0.25,0.2,0.175,Sheriff & Ludlow 1984,,,
,African Foxtail Grass,cenchrus mezianum or pennisetum mezianum,Panicoideae,Paniceae,cenchrus,,"studies which report the relative available soil water content at which stomata are fully closed as a fraction   (0) , and the values reported therein, of African Foxtail Grass (cenchrus mezianum or pennisetum mezianum) under semi-arid environments. If no data for this species exists, please default first to other species of the genus cenchrus and then the family Panicoideae and then the tribe Paniceae.",water,H2OREF_GS,relative available soil water content at which stomata are fully closed,a fraction ,0,2,0.2,0.5,0.3,0.35,Sheriff & Ludlow 1984,,,
,African Foxtail Grass,cenchrus mezianum or pennisetum mezianum,Panicoideae,Paniceae,cenchrus,c4 perennial tufted and drought adapted grass,"studies which report the relative available soil water content at which stomata are fully closed as a fraction   (0) , and the values reported therein, of African Foxtail Grass (cenchrus mezianum or pennisetum mezianum) under semi-arid environments. If no data for this species exists, please default first to other species of the genus cenchrus and then the family Panicoideae and then the tribe Paniceae.",,H2OREF_FLUSHING,"relative available soil water content below which flushing is affected by water
availability",,fraction,2,0.1,0.3,0.15,0.2,Rahimi et al. 2021 fallback,,,
,African Foxtail Grass,cenchrus mezianum or pennisetum mezianum,Panicoideae,Paniceae,cenchrus,c4 perennial tufted and drought adapted grass,"studies which report the relative available soil water content at which stomata are fully closed as a fraction   (0) , and the values reported therein, of African Foxtail Grass (cenchrus mezianum or pennisetum mezianum) under semi-arid environments. If no data for this species exists, please default first to other species of the genus cenchrus and then the family Panicoideae and then the tribe Paniceae.",,H2OREF_LEAF_GROWTH,relative available soil water content below which leaf growth is affected,,fraction,2,0.35,0.55,0.45,0.45,Rahimi et al. 2021 fallback,,,
,African Foxtail Grass,cenchrus mezianum or pennisetum mezianum,Panicoideae,Paniceae,cenchrus,,"studies which report the maximum stomatal conductivity  as millimols of h2o per square meter per second  (mmol H?O m?ï¿½ s?ï¿½ï¿½) , and the values reported therein, of African Foxtail Grass (cenchrus mezianum or pennisetum mezianum) under semi-arid environments. If no data for this species exists, please default first to other species of the genus cenchrus and then the family Panicoideae and then the tribe Paniceae.",water,GSMAX,maximum stomatal conductivity ,millimols of h2o per square meter per second,mmol H?O m?ï¿½ s?ï¿½ï¿½,1,250,800,750,525,Kinyamario & Imbamba 1992,,,
,African Foxtail Grass,cenchrus mezianum or pennisetum mezianum,Panicoideae,Paniceae,cenchrus,,"studies which report the minimum stomatal conductivity  as millimols of h2o per square meter per second  (mmol H?O m?ï¿½ s?ï¿½ï¿½) , and the values reported therein, of African Foxtail Grass (cenchrus mezianum or pennisetum mezianum) under semi-arid environments. If no data for this species exists, please default first to other species of the genus cenchrus and then the family Panicoideae and then the tribe Paniceae.",water,GSMIN,minimum stomatal conductivity ,millimols of h2o per square meter per second,mmol H?O m?ï¿½ s?ï¿½ï¿½,1,5,25,15,15,Kinyamario & Imbamba 1992 (default C4),,,
,African Foxtail Grass,cenchrus mezianum or pennisetum mezianum,Panicoideae,Paniceae,cenchrus,,"studies which report the Biomass fraction of foliage at maturity. as fraction  (0) , and the values reported therein, of African Foxtail Grass (cenchrus mezianum or pennisetum mezianum) under semi-arid environments. If no data for this species exists, please default first to other species of the genus cenchrus and then the family Panicoideae and then the tribe Paniceae.",biomass,FRACTION_FOLIAGE,Biomass fraction of foliage at maturity.,fraction,0,2,0.1,0.5,0.25,0.3,Coughenour 1985; University of Nairobi research,,,
,African Foxtail Grass,cenchrus mezianum or pennisetum mezianum,Panicoideae,Paniceae,cenchrus,,"studies which report the Biomass fraction of roots at maturity as fraction  (0) , and the values reported therein, of African Foxtail Grass (cenchrus mezianum or pennisetum mezianum) under semi-arid environments. If no data for this species exists, please default first to other species of the genus cenchrus and then the family Panicoideae and then the tribe Paniceae.",biomass,FRACTION_ROOT,Biomass fraction of roots at maturity,fraction,0,2,0.4,0.85,0.75,0.675,Coughenour 1985; University of Nairobi research,,,
,African Foxtail Grass,cenchrus mezianum or pennisetum mezianum,Panicoideae,Paniceae,cenchrus,,"studies which report the Biomass fraction of fruit at maturity. as fraction  (0) , and the values reported therein, of African Foxtail Grass (cenchrus mezianum or pennisetum mezianum) under semi-arid environments. If no data for this species exists, please default first to other species of the genus cenchrus and then the family Panicoideae and then the tribe Paniceae.",biomass,FRACTION_FRUIT,Biomass fraction of fruit at maturity.,fraction,,2,0.01,0.05,0.015,0.03,Coughenour 1985 fallback,,,
,African Foxtail Grass,cenchrus mezianum or pennisetum mezianum,Panicoideae,Paniceae,cenchrus,,"studies which report the Maximum relative growth rate for foliage as fraction   (0) , and the values reported therein, of African Foxtail Grass (cenchrus mezianum or pennisetum mezianum) under semi-arid environments. If no data for this species exists, please default first to other species of the genus cenchrus and then the family Panicoideae and then the tribe Paniceae.",biomass,FOLRELGROMAX,Maximum relative growth rate for foliage,fraction ,,2,0.08,0.15,0.1,0.115,KIT L-DNDC doc,,,
,African Foxtail Grass,cenchrus mezianum or pennisetum mezianum,Panicoideae,Paniceae,cenchrus,,"studies which report the Foliage biomass under optimal, closed canopy condition (kg m-2) as kg per square meter  (kg m^-2) , and the values reported therein, of African Foxtail Grass (cenchrus mezianum or pennisetum mezianum) under semi-arid environments. If no data for this species exists, please default first to other species of the genus cenchrus and then the family Panicoideae and then the tribe Paniceae.",biomass,MFOLOPT,"Foliage biomass under optimal, closed canopy condition (kg m-2)",kg per square meter,kg m^-2,2,0.14,0.29,0.25,0.215,ResearchGate savanna survey 2018,,,
,African Foxtail Grass,cenchrus mezianum or pennisetum mezianum,Panicoideae,Paniceae,cenchrus,,"studies which report the Specific interception capacity of foliage  as meters per square meter of LAI  (m m^-2 LAI) , and the values reported therein, of African Foxtail Grass (cenchrus mezianum or pennisetum mezianum) under semi-arid environments. If no data for this species exists, please default first to other species of the genus cenchrus and then the family Panicoideae and then the tribe Paniceae.",light & photosynthesis,MWFM,Specific interception capacity of foliage ,meters per square meter of LAI,m m^-2 LAI,5,0.0001,0.0003,0.00015,0.0002,ResearchGate survey fallback,,,
,African Foxtail Grass,cenchrus mezianum or pennisetum mezianum,Panicoideae,Paniceae,cenchrus,,"studies which report the maximal net photosynthesis as nanomols of CO2 per gram per second  (0) , and the values reported therein, of African Foxtail Grass (cenchrus mezianum or pennisetum mezianum) under semi-arid environments. If no data for this species exists, please default first to other species of the genus cenchrus and then the family Panicoideae and then the tribe Paniceae.",light & photosynthesis,AMAXB,maximal net photosynthesis,nanomols of CO2 per gram per second,,2,34,42.5,34,38.25,Cas.cz Buffel grass study,,,
