timestamp,precipitation (mm),temperature AVG (degrees Celsius),temperature MAX (degrees Celsius),temperature MIN (degrees Celsius),,,Eddy 
7/17/2020,0,14.99548611,22.9,9.3,,0,1.724931084
7/18/2020,0,14.55138889,21,10.9,,0,1.724931084
7/19/2020,0,15.54305556,22.1,9.9,,0,1.724931084
7/20/2020,0.034,15.0125,19,10.9,,0,1.724931084
7/21/2020,0,16.56284722,23.2,10.8,,0,1.724931084
7/22/2020,0,16.80659722,24.3,11.7,,0,1.724931084
7/23/2020,0,16.72986111,25.4,12.4,,0,1.724931084
7/24/2020,0,15.96597222,23.1,11.7,,0,1.724931084
7/25/2020,0,16.70069444,25.5,10.1,,0,1.724931084
7/26/2020,0,15.94826389,23.6,10,,0,1.724931084
7/27/2020,0.034,16.434375,22.4,11.7,,0,1.724931084
7/28/2020,0,16.00659722,20.9,13.3,,0,1.724931084
7/29/2020,0,17.39965278,25.7,12.9,,0,1.724931084
7/30/2020,0,16.59513889,25.9,11.5,,0,1.724931084
7/31/2020,0.068,16.83645833,25.4,11.9,,0,1.724931084
8/1/2020,0,17.41076389,26,11.8,,0,1.724931084
8/2/2020,0.051,15.11076389,22.1,9.8,,0,1.724931084
8/3/2020,0.085,15.78576389,23.9,9.9,,0,1.724931084
8/4/2020,0.085,16.92430556,26.4,10.5,,0,1.724931084
8/5/2020,0.085,16.59027778,24.2,11.2,,0,1.724931084
8/6/2020,0.051,17.90451389,27.4,11.9,,0,1.724931084
8/7/2020,0.051,18.75173611,28.4,12.2,,0,1.724931084
8/8/2020,0.034,16.97222222,23.7,11.5,,0,1.724931084
8/9/2020,0,16.803125,23.9,11.6,,0,1.724931084
8/10/2020,0.017,17.14895833,25.7,11.2,,0,1.724931084
8/11/2020,1.089,17.73611111,27.9,11.4,,1.43,1.724931084
8/12/2020,0.051,16.16319444,22.6,13.4,,0.017,1.724931084
8/13/2020,0.357,17.10416667,24.4,13.3,,0,1.724931084
8/14/2020,0,17.640625,24.1,13.2,,0,1.724931084
8/15/2020,0,17.93368056,28,11.8,,0,1.724931084
8/16/2020,0,16.36006944,24.2,12.3,,0,1.724931084
8/17/2020,0.272,16.8625,24.6,12.4,,0,1.724931084
8/18/2020,0.085,17.85625,26.5,12.3,,0,1.724931084
8/19/2020,0,16.39131944,21.3,13.2,,0,1.724931084
8/20/2020,0,17.76111111,26.1,12.9,,0,1.724931084
8/21/2020,0.085,16.46388889,21.3,12.9,,0,1.724931084
8/22/2020,0.153,15.45069444,20.1,13,,0,1.724931084
8/23/2020,0,16.234375,22.7,12.9,,0,1.724931084
8/24/2020,0.085,15.99618056,23.9,12.9,,0,1.724931084
8/25/2020,0,17.93055556,25.1,13.2,,0,1.724931084
8/26/2020,0,18.26180556,27.6,13.7,,0,1.724931084
8/27/2020,0.034,17,24.9,12.7,,0,1.724931084
8/28/2020,0.051,17.87083333,27.5,12.6,,0,1.724931084
8/29/2020,0,17.95625,27.4,12.4,,0,1.724931084
8/30/2020,0.085,18.62256944,27.7,11.7,,0,1.724931084
8/31/2020,0,18.55520833,28.6,11.7,,0,1.724931084
9/1/2020,0,17.90763889,26.9,12.6,,0,1.724931084
9/2/2020,0,17.42604167,26.5,10.9,,0,1.724931084
9/3/2020,0,16.96770833,25.2,11.5,,0,1.724931084
9/4/2020,0.919,17.359375,26.7,11.1,,0.034,1.724931084
9/5/2020,0.544,16.83923611,22.8,13.6,,22.837,1.724931084
9/6/2020,0.374,14.97951389,18.1,13.7,,16.401,1.724931084
9/7/2020,2.363,14.26145833,16.6,13.1,,2.023,1.724931084
9/8/2020,0,14.81458333,19.2,11.5,,0,1.724931084
9/9/2020,0,16.02326389,24.3,11.2,,0,1.724931084
9/10/2020,0,17.06319444,23,11.2,,0,1.724931084
9/11/2020,0,16.83541667,22.9,13.1,,0,1.724931084
9/12/2020,0.051,17.71701389,25.6,12.2,,0,1.724931084
9/13/2020,0,18.86006944,27.8,11.5,,0,1.724931084
9/14/2020,0.068,18.49131944,27.5,12,,0,1.724931084
9/15/2020,0,18.59618056,27.8,13,,0,1.724931084
9/16/2020,0.085,19.86215278,29.6,12.5,,0,1.724931084
9/17/2020,0.051,18.72847222,29.3,11.5,,0,1.724931084
9/18/2020,0,18.43333333,26.2,13.7,,0,1.724931084
9/19/2020,0.017,17.85763889,26,13.1,,0.051,1.724931084
9/20/2020,0.153,16.43333333,23.3,12.8,,0.017,1.724931084
9/21/2020,0.102,18.22083333,27.1,12.1,,0.085,1.724931084
9/22/2020,0.034,18.63888889,27.5,12.8,,0.017,1.724931084
9/23/2020,0,19.10347222,29.3,12,,0,1.724931084
9/24/2020,0.238,17.62152778,24.7,14.4,,0.442,1.724931084
9/25/2020,0,18.40798611,25.5,14.3,,0,1.724931084
9/26/2020,32.384,17.60347222,26.4,13.4,,13.063,1.724931084
9/27/2020,0,19.45,28.5,13.9,,0.017,1.724931084
9/28/2020,0,19.33368056,27.3,14,,0.017,1.724931084
9/29/2020,0.085,19.85173611,28.8,13.6,,0.119,1.724931084
9/30/2020,0.136,19.42916667,28.2,14.5,,2.332,1.724931084
10/1/2020,0,19.91458333,29.1,14.6,,0,1.724931084
10/2/2020,0,19.36840278,27.9,13.5,,0,1.724931084
10/3/2020,0.085,19.39513889,28,12.3,,0.068,1.724931084
10/4/2020,0.119,19.64826389,28.5,12.8,,0.102,1.724931084
10/5/2020,0.102,19.62951389,28.1,11.9,,0.085,1.724931084
10/6/2020,0,20.47222222,29.6,13.8,,0.119,1.724931084
10/7/2020,0,19.884375,28.3,12.7,,0,1.724931084
10/8/2020,0,19.84930556,28.8,12.7,,0.034,1.724931084
10/9/2020,0,20.47430556,29.6,13.6,,0.034,1.724931084
10/10/2020,0.715,19.56354167,27.4,15.2,,0.187,1.724931084
10/11/2020,0,20.85451389,30.6,14.3,,0,1.724931084
10/12/2020,0,20.303125,29.1,14.8,,0.017,1.724931084
10/13/2020,0,20.31701389,28.8,14,,0.085,1.724931084
10/14/2020,0,19.31076389,27.6,14.4,,0,1.724931084
10/15/2020,0,19.94652778,27.7,12.7,,0.017,1.724931084
10/16/2020,0,19.55451389,27.5,13.3,,0,1.724931084
10/17/2020,0,19.34479167,27.4,12.8,,0,1.724931084
10/18/2020,0,18.98784722,24.9,14.8,,0,1.724931084
10/19/2020,4.151,17.83125,25.3,13.3,,3.468,1.724931084
10/20/2020,0.986,18.26944444,23.5,14.3,,2.586,1.724931084
10/21/2020,0,19.64618056,28.1,13.4,,0.357,1.724931084
10/22/2020,0,18.92673611,27.5,12.6,,0.017,1.724931084
10/23/2020,0.017,19.60833333,29.2,12.9,,0.068,1.724931084
10/24/2020,0,20.08576389,29.1,14,,0,1.724931084
10/25/2020,0,19.04930556,26,13.8,,0,1.724931084
10/26/2020,0,17.678125,21.6,14.8,,0,1.724931084
10/27/2020,1.938,18.01180556,22.1,15.7,,3.026,1.724931084
10/28/2020,0.8,18.80069444,26.1,15.3,,0.289,1.724931084
10/29/2020,2.994,17.03506944,22,14,,7.828,1.724931084
10/30/2020,1.037,15.50763889,21.2,12,,3.247,1.724931084
10/31/2020,0,18.39965278,25.2,14.3,,0.034,1.724931084
11/1/2020,0.034,18.31319444,25.8,12.9,,0.102,1.724931084
11/2/2020,0.034,18.79270833,26.5,13.2,,0.136,1.724931084
11/3/2020,6.347,18.19756944,23.5,14.9,,2.074,1.724931084
11/4/2020,3.502,18.07013889,25.2,15,,4.115,1.724931084
11/5/2020,0.68,18.48611111,25.4,15.6,,0.272,1.724931084
11/6/2020,3.317,18.42743056,25.3,15.3,,2.941,1.724931084
11/7/2020,0.051,19.07743056,26.2,14.4,,0,1.724931084
11/8/2020,2.89,19.20451389,26,13.9,,5.764,1.724931084
11/9/2020,5.269,18.56701389,25.3,15.4,,1.513,1.724931084
11/10/2020,0.867,18.67534722,25.1,15.4,,0.51,1.724931084
11/11/2020,8.491,17.88993056,24.1,15.5,,9.027,1.724931084
11/12/2020,1.548,18.984375,25.8,14.7,,2.431,1.724931084
11/13/2020,19.956,18.61006944,25.3,15.2,,19.382,1.724931084
11/14/2020,7.114,17.80590278,24.5,15.2,,5.491,1.724931084
11/15/2020,1.207,18.79548611,26.1,14.5,,0.425,1.724931084
11/16/2020,0.085,18.31006944,24.9,14.5,,0.034,1.724931084
11/17/2020,0.034,18.70625,25.4,14.3,,0.068,1.724931084
11/18/2020,0,19.453125,26.4,14.3,,0,1.724931084
11/19/2020,0,19.83159722,28.2,14.8,,0.017,1.724931084
11/20/2020,10.941,18.34270833,25.6,14.3,,9.452,1.724931084
11/21/2020,0.544,19.46284722,26.7,14.4,,0.017,1.724931084
11/22/2020,1.819,19.47256944,26.4,15.8,,2.023,1.724931084
11/23/2020,0.017,19.48298611,26.6,15.4,,0.119,1.724931084
11/24/2020,4.868,19.34375,27.4,15.5,,2.023,1.724931084
11/25/2020,0.187,19.90034722,28.1,14.5,,0.119,1.724931084
11/26/2020,0.102,19.57916667,28,14.9,,0.119,1.724931084
11/27/2020,4.049,19.26111111,26.3,15.6,,9.44,1.724931084
11/28/2020,24.928,17.34409722,22.9,15.3,,17.826,1.724931084
11/29/2020,3.57,17.06736111,23.2,14.6,,6.037,1.724931084
11/30/2020,0.238,19.18090278,25.8,14.1,,0.204,1.724931084
12/1/2020,0.17,18.95277778,25.3,14.9,,0.119,1.724931084
12/2/2020,0.017,18.68958333,25.3,14.8,,0.085,1.724931084
12/3/2020,0.136,18.36076389,25.5,14.4,,0.187,1.724931084
12/4/2020,0.119,17.70798611,24.2,13.9,,0.204,1.724931084
12/5/2020,0.238,18.54548611,26.1,13.3,,0.289,1.724931084
12/6/2020,0.221,19.36527778,26.8,14.8,,0.238,1.724931084
12/7/2020,0.153,19.58368056,26.3,14.7,,0.068,1.724931084
12/8/2020,0.612,18.77708333,25.5,14.5,,0.544,1.724931084
12/9/2020,0.068,17.93229167,23.6,14.8,,0.102,1.724931084
12/10/2020,0.153,18.50069444,25.3,13.8,,0.204,1.724931084
12/11/2020,0.221,18.89513889,26.3,13.8,,0.204,1.724931084
12/12/2020,0.17,18.87118056,25.9,13.6,,0.102,1.724931084
12/13/2020,0.187,18.59097222,26.3,14.3,,0.119,1.724931084
12/14/2020,0.136,18.778125,27.3,12.6,,0.136,1.724931084
12/15/2020,0.051,19.3375,28.2,12.6,,0.085,1.724931084
12/16/2020,0.102,19.16805556,26.6,13.3,,0.136,1.724931084
12/17/2020,0.085,18.92395833,26.3,14.4,,0.102,1.724931084
12/18/2020,0.017,18.65833333,26.3,14.1,,0.017,1.724931084
12/19/2020,0.017,19.37361111,26.4,14.5,,0.068,1.724931084
12/20/2020,0.153,18.92013889,27.8,14.1,,0.17,1.724931084
12/21/2020,0.119,19.52048611,27.7,14.1,,0.221,1.724931084
12/22/2020,0.119,19.77708333,28.3,14.5,,0.153,1.724931084
12/23/2020,0.221,19.19583333,27.2,13.2,,0.238,1.724931084
12/24/2020,0,20.19201389,27.8,15.3,,0,1.724931084
12/25/2020,0.034,20.44895833,28.9,14.3,,0.085,1.724931084
12/26/2020,0,19.92465278,27.4,14.2,,0.034,1.724931084
12/27/2020,0,18.81527778,26.4,13.3,,0.034,1.724931084
12/28/2020,0,19.14965278,27.7,11.6,,0,1.724931084
12/29/2020,0,19.42881944,27.6,12.7,,0,1.724931084
12/30/2020,0.969,20.16979167,27.8,14.2,,0.969,1.724931084
12/31/2020,12.057,17.115625,26.4,14.1,,17.745,1.724931084
1/1/2021,0.935,17.33402778,23.9,13.9,,0.425,1.724931084
1/2/2021,0.221,18.64756944,25.3,13.6,,0.204,1.724931084
1/3/2021,0.068,18.89305556,26.2,14,,0.119,1.724931084
1/4/2021,0.085,18.86770833,26.9,13.8,,0.102,1.724931084
1/5/2021,0.136,18.52743056,25.9,13.4,,0.17,1.724931084
1/6/2021,0,19.05972222,26.6,13.6,,0.153,1.724931084
1/7/2021,0,19.38506944,27.1,14.1,,0.034,1.724931084
1/8/2021,0,19.56805556,27.9,13.4,,0.629,1.724931084
1/9/2021,0,18.50833333,26.7,15.5,,3.06,1.724931084
1/10/2021,1.802,16.64131944,20.9,15.5,,6.579,1.724931084
1/11/2021,0.68,17.45138889,21.6,15.4,,2.601,1.724931084
1/12/2021,0,17.69479167,22.9,15.2,,0.306,1.724931084
1/13/2021,0.017,18.346875,24.3,14.5,,0.034,1.724931084
1/14/2021,0,18.50868056,25.3,13.7,,0.136,1.724931084
1/15/2021,0,18.83125,26.1,13.3,,0.204,1.724931084
1/16/2021,0,19.34583333,27,13.9,,0.153,1.724931084
1/17/2021,0,19.87847222,27.4,14.5,,0.17,1.724931084
1/18/2021,0,20.31215278,27.9,15.1,,0,1.724931084
1/19/2021,0,20.28784722,27.5,15.7,,0,1.724931084
1/20/2021,0,20.29618056,28.3,14.7,,0,1.724931084
1/21/2021,0,19.12951389,25,14.1,,0,1.724931084
1/22/2021,0,18.69375,25.3,14.5,,0.068,1.724931084
1/23/2021,0,18.56701389,25.2,14.4,,0,1.724931084
1/24/2021,0.119,19.43020833,27.2,13.6,,2.349,1.724931084
1/25/2021,0,18.95590278,27,13.9,,0.017,1.724931084
1/26/2021,0.102,18.89131944,27.6,12.7,,2.01,1.724931084
1/27/2021,0.034,19.14236111,28,12.2,,0.068,1.724931084
1/28/2021,0,19.696875,28.7,13.2,,0,1.724931084
1/29/2021,0.102,19.79513889,27.9,13.5,,2.946,1.724931084
1/30/2021,0.068,19.74756944,27.9,14.4,,0.034,1.724931084
1/31/2021,0,19.24756944,28,12.5,,0,1.724931084
2/1/2021,0,19.45694444,28.3,11.9,,0,1.724931084
2/2/2021,0,21.00138889,30.2,12.2,,0,1.724931084
2/3/2021,0,20.45763889,28.7,14.4,,0,1.724931084
2/4/2021,0,20.76909722,29.8,13.6,,2.895,1.724931084
2/5/2021,0,21.18819444,30.2,13.6,,0,1.724931084
2/6/2021,2.737,19.25833333,28.5,14.6,,0.051,1.724931084
2/7/2021,6.477,18.06875,25.3,15.3,,29.27,1.724931084
2/8/2021,3.485,16.72604167,19.7,15,,0,1.724931084
2/9/2021,0.595,17.62916667,22.2,15,,0.204,1.724931084
2/10/2021,0.357,18.65069444,24.6,15.5,,22.551,1.724931084
2/11/2021,0.306,18.72673611,22,15.8,,0.238,1.724931084
2/12/2021,0.187,19.55347222,25.7,15.1,,1.09,1.724931084
2/13/2021,0.476,18.27847222,22,14.7,,17.64,1.724931084
2/14/2021,2.176,17.97847222,25.9,13.9,,10.964,1.724931084
2/15/2021,0.442,19.98298611,25.9,16.1,,0.102,1.724931084
2/16/2021,0.204,19.40208333,26.2,14.2,,0.051,1.724931084
2/17/2021,0.153,19.08125,26.1,14,,0.034,1.724931084
2/18/2021,0.051,19.26145833,26.4,13.4,,0,1.724931084
2/19/2021,0,20.54201389,28.5,13.6,,0,1.724931084
2/20/2021,0,19.82013889,26.6,14.8,,0,1.724931084
2/21/2021,3.775,19.64965278,26.9,15.1,,0.255,1.724931084
2/22/2021,10.132,16.67395833,21.5,14.1,,4.099,1.724931084
2/23/2021,0.272,19.69548611,26.7,14.4,,7.951,1.724931084
2/24/2021,0.017,19.16805556,25.2,14,,0.034,1.724931084
2/25/2021,0,19.590625,26.6,13.8,,0.017,1.724931084
2/26/2021,0,19.92465278,27.4,13.3,,0,1.724931084
2/27/2021,0,20.94305556,29.3,13.6,,0,1.724931084
2/28/2021,0,21.25416667,29,14.6,,0,1.724931084
3/1/2021,0,20.64652778,28,14.8,,0,1.724931084
3/2/2021,0.017,19.52986111,26.8,14.5,,0,1.724931084
3/3/2021,0,20.15625,27.3,13.7,,0,1.724931084
3/4/2021,0,19.32395833,25.9,13.4,,0,1.724931084
3/5/2021,0,20.83020833,27.1,14.7,,0,1.724931084
3/6/2021,0,20.70347222,28,15.3,,0,1.724931084
3/7/2021,0,20.86111111,28.8,14.2,,0,1.724931084
3/8/2021,0,20.41388889,28.1,15,,0,1.724931084
3/9/2021,0,19.70763889,27.8,13,,0,1.724931084
3/10/2021,0,19.57256944,28.4,13.3,,0,1.724931084
3/11/2021,0,20.74340278,28.8,13.7,,0,1.724931084
3/12/2021,0,19.53298611,28.1,13,,0,1.724931084
3/13/2021,0,20.16041667,29.2,13.4,,0.034,1.724931084
3/14/2021,0,20.80243056,30,13.5,,0,1.724931084
3/15/2021,0,20.97013889,29.8,13.8,,0,1.724931084
3/16/2021,0,20.42395833,28.8,13.7,,0,1.724931084
3/17/2021,0,20.48298611,28.9,13.8,,0,1.724931084
3/18/2021,0,20.89756944,29.8,15,,0,1.724931084
3/19/2021,0,21.01840278,29,14.8,,0,1.724931084
3/20/2021,0,20.70104167,29.7,15.2,,0,1.724931084
3/21/2021,0,20.26840278,28.1,14.2,,0,1.724931084
3/22/2021,0,20.48541667,29.3,13.3,,0.017,1.724931084
3/23/2021,0,20.69756944,28.3,14.4,,0.34,1.724931084
3/24/2021,0,20.37291667,28.6,15,,0,1.724931084
3/25/2021,0,21.58958333,31.4,14.2,,0,1.724931084
3/26/2021,0,21.37743056,29.9,14.8,,0,1.724931084
3/27/2021,4.166,21.1875,29.8,15,,3.672,1.724931084
3/28/2021,7.464,19.00173611,28.6,13.5,,5.747,1.724931084
3/29/2021,5.783,20.74513889,28.3,15.5,,3.692,1.724931084
3/30/2021,14.039,19.56944444,26.4,15.7,,17.267,1.724931084
3/31/2021,0.766,19.46180556,27,15.6,,0.051,1.724931084
4/1/2021,0,20.00555556,27.5,15,,0.034,1.724931084
4/2/2021,0,20.30694444,28.6,15.3,,0,1.724931084
4/3/2021,1.224,20.16527778,28.6,15.1,,5.118,1.724931084
4/4/2021,6.671,19.55138889,26.5,14.7,,3.74,1.724931084
4/5/2021,0.85,18.81840278,24.5,14.6,,1.343,1.724931084
4/6/2021,5.668,19.25208333,24.8,15.8,,10.972,1.724931084
4/7/2021,0.068,19.67569444,26.6,15.1,,0.017,1.724931084
4/8/2021,1.242,19.43993056,26.8,16,,0.817,1.724931084
4/9/2021,4.764,17.50766551,25.2,15.2,,9.018,1.724931084
4/10/2021,0,19.371875,25.7,14.5,,1.991,1.724931084
4/11/2021,0,18.88888889,26.6,13.6,,0.017,1.724931084
4/12/2021,0,19.11215278,27,14.3,,0,1.724931084
4/13/2021,0.34,18.965625,27.2,15,,1.702,1.724931084
4/14/2021,0,18.68923611,24.4,15.5,,0.374,1.724931084
4/15/2021,0,19.84756944,27.6,15.3,,0.136,1.724931084
4/16/2021,0,19.93541667,27.5,15.1,,0.068,1.724931084
4/17/2021,0,19.95833333,27.7,15.1,,0.102,1.724931084
4/18/2021,0,19.20590278,26.5,15.2,,0,1.724931084
4/19/2021,0,19.5875,28.1,15,,0,1.724931084
4/20/2021,0,19.40798611,28.2,14.9,,0,1.724931084
4/21/2021,16.645,19.590625,27.9,15.3,,12.793,1.724931084
4/22/2021,0.017,19.19444444,25.6,14.3,,11.623,1.724931084
4/23/2021,1.191,18.95729167,25.7,15.2,,5.426,1.724931084
4/24/2021,2.944,19.64097222,26.1,15.9,,1.088,1.724931084
4/25/2021,10.57,18.93472222,25.1,15.3,,9.832,1.724931084
4/26/2021,0,19.24201389,25.8,14.9,,0.136,1.724931084
4/27/2021,0,19.65659722,26.4,15.8,,0.051,1.724931084
4/28/2021,2.534,19.39548611,25.6,16.2,,1.241,1.724931084
4/29/2021,0.153,19.16805556,25.4,15.2,,0.255,1.724931084
4/30/2021,0,19.74652778,26.6,15.2,,0.051,1.724931084
5/1/2021,0.153,20.10034722,27.7,15.2,,0.085,1.724931084
5/2/2021,0.204,19.55659722,26.5,15.4,,1.974,1.724931084
5/3/2021,0.017,19.22986111,26.5,15.6,,0.068,1.724931084
5/4/2021,0,19.11076389,26.6,14.2,,0.204,1.724931084
5/5/2021,0,19.06527778,26.7,15.4,,1.26,1.724931084
5/6/2021,0,18.95555556,26.4,14,,0,1.724931084
5/7/2021,0.17,18.75729167,25.4,15,,0.068,1.724931084
5/8/2021,0.816,19.02326389,26.1,15.2,,0,1.724931084
5/9/2021,26.798,17.42083333,22.3,15.2,,12.945,1.724931084
5/10/2021,16.155,17.27083333,23.3,14.9,,21.529,1.724931084
5/11/2021,26.201,16.66145833,22.5,14.7,,30.882,1.724931084
5/12/2021,39.816,17.03888889,23,14.5,,38.478,1.724931084
5/13/2021,0.034,17.38854167,24.6,14.4,,0,1.724931084
5/14/2021,0.034,17.80034722,24.5,13.7,,0.085,1.724931084
5/15/2021,0.051,18.21180556,25.9,13.5,,0.102,1.724931084
5/16/2021,0,18.06979167,25.3,13.4,,0.119,1.724931084
5/17/2021,0,18.37048611,25.2,13.9,,0.085,1.724931084
5/18/2021,0,18.23715278,25.2,14.6,,0.085,1.724931084
5/19/2021,0,18.00104167,25.9,13.9,,0.034,1.724931084
5/20/2021,0,18.08159722,25.8,13.4,,0.051,1.724931084
5/21/2021,0,17.27673611,24.8,13.1,,0.068,1.724931084
5/22/2021,0,17.62465278,24.1,13.6,,0.017,1.724931084
5/23/2021,0,17.26111111,24.3,13.2,,0.051,1.724931084
5/24/2021,0,16.86111111,23,12.9,,0,1.724931084
5/25/2021,0,16.94270833,25,11.8,,0.051,1.724931084
5/26/2021,0,15.98194444,22.3,11.8,,0,1.724931084
5/27/2021,0.119,16.88333333,24.6,11.3,,0.153,1.724931084
5/28/2021,0.017,17.06145833,24.4,13.3,,0.085,1.724931084
5/29/2021,0,17.63923611,24.7,14.2,,0.085,1.724931084
5/30/2021,0,17.10208333,23.4,14,,0,1.724931084
5/31/2021,0.017,16.52291667,23.6,13.4,,0.119,1.724931084
6/1/2021,0.068,16.58784722,23.1,12.4,,0.119,1.724931084
6/2/2021,0.068,16.70555556,24.7,10.7,,0.051,1.724931084
6/3/2021,0.017,17.57673611,24.9,12.4,,0.119,1.724931084
6/4/2021,0,16.99479167,23.3,13.7,,0.051,1.724931084
6/5/2021,0.017,16.81180556,23.4,13.2,,0.034,1.724931084
6/6/2021,0,17.32881944,24.3,13.4,,0,1.724931084
6/7/2021,0,17.19895833,25.1,12.3,,0.034,1.724931084
6/8/2021,0.119,15.88854167,22.8,11,,0.102,1.724931084
6/9/2021,0.136,16.15659722,20.8,12.8,,0.068,1.724931084
6/10/2021,0,16.36770833,23.2,12.4,,0.017,1.724931084
6/11/2021,0.102,16.17048611,22.9,11.2,,0.068,1.724931084
6/12/2021,0.034,14.87118056,17.7,11.5,,0,1.724931084
6/13/2021,0.034,15.78958333,23.6,11.2,,0,1.724931084
6/14/2021,0.051,16.91840278,25.4,10.1,,0.017,1.724931084
6/15/2021,0.034,16.75451389,24.8,11.3,,0.017,1.724931084
6/16/2021,0,16.15590278,22.5,12.4,,0,1.724931084
6/17/2021,0,15.9375,21.8,12.9,,0,1.724931084
6/18/2021,0.034,16.90347222,24.3,11.5,,0.017,1.724931084
6/19/2021,0.051,16.24548611,22.6,12.7,,0.051,1.724931084
6/20/2021,0,15.09618056,20.9,10.9,,0,1.724931084
6/21/2021,0,16.58055556,24.5,10.9,,0,1.724931084
6/22/2021,0.119,15.58055556,21.9,12.3,,0.051,1.724931084
6/23/2021,0.051,15.00347222,19.4,11.9,,0.017,1.724931084
6/24/2021,0.034,16.540625,24.8,11.6,,0.017,1.724931084
6/25/2021,0.017,14.64930556,20,10.9,,0,1.724931084
6/26/2021,0.051,15.64791667,23.4,11.4,,0.085,1.724931084
6/27/2021,0.068,13.98194444,16.9,11.8,,0.034,1.724931084
6/28/2021,0,16.67673611,24.1,12,,0,1.724931084
6/29/2021,0,15.90486111,23.6,12.3,,0,1.724931084
6/30/2021,0,16.10104167,23.6,12.1,,0,1.724931084
7/1/2021,0.068,17.11527778,25.9,11,,0.085,1.724931084
7/2/2021,0,15.07361111,20.5,11,,0,1.724931084
7/3/2021,0.068,15.09270833,21.5,10.6,,0.102,1.724931084
7/4/2021,0,15.43819444,22.4,10.4,,0,1.724931084
7/5/2021,0.068,14.71215278,21.5,11.3,,0.034,1.724931084
7/6/2021,0,15.05416667,21.7,12.4,,0,1.724931084
7/7/2021,0,15.94722222,21.5,11,,0,1.724931084
7/8/2021,0,15.72569444,21.2,13,,0,1.724931084
7/9/2021,0,15.33402778,22,11.7,,0,1.724931084
7/10/2021,0,15.22604167,21.7,12,,0,1.724931084
7/11/2021,0,16.32986111,22.5,11.5,,0,1.724931084
7/12/2021,1.581,15.134375,21.6,12.2,,2.755,1.724931084
7/13/2021,0,17.48541667,25.5,11.3,,0,1.724931084
7/14/2021,0,17.175,25.4,13,,0,1.724931084
7/15/2021,0.527,16.053125,21.4,13.3,,0,1.724931084
7/16/2021,0.068,16.82534722,24.8,11.7,,0,1.724931084
7/17/2021,0.017,15.34965278,20.2,11.7,,0,1.724931084
7/18/2021,0,16.01805556,22.2,11.9,,0,1.724931084
7/19/2021,0,16.54513889,23.6,11.8,,0,1.724931084
7/20/2021,0,16.71493056,25,11.9,,0,1.724931084
7/21/2021,0,16.78888889,24.6,12.8,,0,1.724931084
7/22/2021,0,17.69131944,26.4,11.3,,0,1.724931084
7/23/2021,0,17.20138889,23.6,13.6,,0,1.724931084
7/24/2021,0,17.67777778,25.4,12.6,,0,1.724931084
7/25/2021,0,15.54097222,21.9,10.6,,0,1.724931084
7/26/2021,0,16.221875,24.8,11.3,,0,1.724931084
7/27/2021,0,16.05486111,23.3,10,,0,1.724931084
7/28/2021,0,14.62222222,19.3,12,,0,1.724931084
7/29/2021,0,14.63472222,17.9,12.2,,0,1.724931084
7/30/2021,0,15.33333333,23.7,10.8,,0,1.724931084
7/31/2021,0,16.23159722,25.1,9.7,,0.068,1.724931084
8/1/2021,0,15.94340278,24.6,9.3,,0,1.724931084
8/2/2021,0,16.45208333,24.3,11.2,,0,1.724931084
8/3/2021,0,15.88402778,22.8,10.3,,0,1.724931084
8/4/2021,0,15.07326389,20.2,10.1,,0,1.724931084
8/5/2021,0,17.47951389,26.6,11.5,,0,1.724931084
8/6/2021,0,15.25381944,20.5,11.4,,0,1.724931084
8/7/2021,0,17.25868056,24.7,12.7,,0,1.724931084
8/8/2021,0,16.77673611,24.1,12.3,,0,1.724931084
8/9/2021,0,17.30694444,26.6,11.2,,0.085,1.724931084
8/10/2021,0,17.490625,27.5,10.9,,0.595,1.724931084
8/11/2021,,,,,,0,1.724931084
8/12/2021,0,15.43055556,20.4,11.9,,0,1.724931084
8/13/2021,,,,,,0.085,1.724931084
8/14/2021,,,,,,0,1.724931084
8/15/2021,0,16.490625,23,12.2,,0,1.724931084
8/16/2021,0,15.71701389,23,12.4,,0,1.724931084
8/17/2021,0,17.29236111,25.6,12.1,,0,1.724931084
8/18/2021,0,16.39375,25.1,12,,0,1.724931084
8/19/2021,0,18.09479167,27.5,11.6,,0.085,1.724931084
8/20/2021,0,18.01006944,26.7,13.4,,0,1.724931084
8/21/2021,0,19.07222222,28.9,13.5,,0,1.724931084
8/22/2021,0,19.08576389,27.8,12.1,,0,1.724931084
8/23/2021,0,18.04131944,26.7,11.4,,0,1.724931084
8/24/2021,0,17.66736111,26.9,9.9,,0.068,1.724931084
8/25/2021,0,17.8,26.7,12.2,,0,1.724931084
8/26/2021,0,17.82673611,26.9,11.5,,0,1.724931084
8/27/2021,0,18.51319444,29,9.9,,0,1.724931084
8/28/2021,0,19.34166667,30.1,11.3,,0,1.724931084
8/29/2021,0,20.64583333,31.8,12.1,,0,1.724931084
8/30/2021,0,19.57291667,28.6,12.7,,0,1.724931084
8/31/2021,0,18.53888889,26.6,13,,0,1.724931084
9/1/2021,0,18.19131944,25,12.7,,0,1.724931084
9/2/2021,0,17.50451389,23.6,13.4,,0,1.724931084
9/3/2021,0.034,16.52847222,21.5,13.3,,0,1.724931084
9/4/2021,0,16.40451389,22.6,12.5,,0,1.724931084
9/5/2021,0,16.98298611,25.3,12.5,,0,1.724931084
