*,*,tavg,tmin,tmax,grad,prec,rh,wind
2019,282,19.36052083,16.018,24.802,352.4140952,3.8,55,2
2019,283,17.87064583,14.139,23.071,293.4011322,0.3,55,2
2019,284,17.84454167,15.21,22.079,255.4720752,0,55,2
2019,285,17.50283333,15.039,21.396,355.5940286,0,55,2
2019,286,17.5163125,15.22,21.511,315.3833273,0,55,2
2019,287,17.792625,15.133,21.198,254.7299773,0,55,2
2019,288,18.99747917,15.346,23.623,404.7332514,0,55,2
2019,289,19.21985417,14.014,25.172,462.0178591,0,55,2
2019,290,17.63795833,15.634,20.59,263.2106333,55.1,55,2
2019,291,17.35866667,15.411,20.649,217.4905639,7.9,55,2
2019,292,18.01008333,15.583,21.678,248.8215622,11.3,55,2
2019,293,18.97402128,15.338,23.734,467.0407636,0.408510638,55,2
2019,294,19.2109375,15.338,24.285,397.396119,0,55,2
2019,295,19.51529167,14.684,25.006,394.0851273,0.9,55,2
2019,296,19.32625,15.772,24.127,440.5828682,2.3,55,2
2019,297,18.17208333,15.073,22.692,329.3988864,24.9,55,2
2019,298,18.27814583,15.423,22.578,379.6393409,12.5,55,2
2019,299,18.5108125,15.632,22.266,444.314187,4.2,55,2
2019,300,19.3949375,15.034,23.962,438.4043565,0.1,55,2
2019,301,19.24002128,15.722,24.014,431.6322318,0,55,2
2019,302,19.291125,15.583,24.836,373.5538786,0,55,2
2019,303,18.52980851,15.559,23.049,341.5903367,2.859574468,55,2
2019,304,18.49270833,15.223,22.928,338.2595773,1.3,55,2
2019,305,18.40325,14.892,23.318,445.501019,0,55,2
2019,306,18.236,14.246,22.919,380.7329381,0,55,2
2019,307,18.15985417,13.893,24.39,430.8369565,0,55,2
2019,308,18.33702083,14.164,23.698,475.46485,0,55,2
2019,309,18.65664583,14.516,23.765,434.7494429,0,55,2
2019,310,19.616,15.194,24.962,474.4802238,0,55,2
2019,311,19.4403125,16.048,24.724,379.4623095,0,55,2
2019,312,19.0591875,16.043,23.764,440.6051619,0,55,2
2019,313,18.92072917,13.926,23.975,402.8490668,0,55,2
2019,314,19.00595833,15.808,23.617,364.3496,0,55,2
2019,315,19.136875,15.978,23.858,397.2073136,0,55,2
2019,316,18.77485417,16.062,22.701,346.4651273,0,55,2
2019,317,18.0980625,15.583,22.249,284.5290709,0,55,2
2019,318,17.96008333,15.523,22.282,325.4580952,0,55,2
2019,319,16.526,16.526,16.526,314.8268433,0,55,2
2019,320,19.80583333,16.034,23.906,467.3034381,0,55,2
2019,321,19.01135417,14.288,24.055,435.6981429,0,55,2
2019,322,19.25670833,15.258,24.253,427.6843048,0,55,2
2019,323,19.22904167,15.86,23.998,393.9546955,0,55,2
2019,324,18.865375,15.259,24.864,438.368355,0,55,2
2019,325,19.86516667,16.627,24.889,393.3982877,0,55,2
2019,326,19.69166667,15.39,24.425,497.3230305,0,55,2
2019,327,17.72285417,15.471,20.758,252.3327421,0,55,2
2019,328,18.24797917,14.927,23.508,294.8263476,0,55,2
2019,329,17.47220833,15.086,22.912,333.8971286,0,55,2
2019,330,17.7250625,15.014,21.993,324.1688176,0,55,2
2019,331,18.954375,15.618,23.385,467.2498261,0,55,2
2019,332,18.36110417,14.341,23.177,448.1644826,0,55,2
2019,333,18.62225,14.355,24.026,347.6107476,0,55,2
2019,334,18.08964583,15.944,22.546,269.2942727,0,55,2
2019,335,18.02972917,15.754,22.07,417.38093,0,55,2
2019,336,18.177375,15.726,22.362,251.0878987,0,55,2
2019,337,18.5045625,15.931,23.083,319.4620986,0.7,55,2
2019,338,19.31772917,15.667,24.27,409.5941685,1.9,55,2
2019,339,18.13447917,15.011,22.242,241.3432739,0,55,2
2019,340,18.96960417,15.284,23.356,370.4328524,0,55,2
2019,341,18.5540625,16.054,21.78,211.1105622,0,55,2
2019,342,18.45470833,14.906,23.413,298.7638695,0,55,2
2019,343,18.6214375,16.072,23.391,243.0238157,0,55,2
2019,344,17.64820833,16.339,20.492,253.0359545,0,55,2
2019,345,18.11041667,15.52,22.708,389.3110136,0,55,2
2019,346,18.20564583,14.156,23.7,467.7177714,0,55,2
2019,347,18.84733333,14.949,23.971,481.5538455,0,55,2
2019,348,18.15445833,14.921,22.629,367.6766864,3.7,55,2
2019,349,18.21672917,15.093,22.946,315.5814726,5.1,55,2
2019,350,18.74470833,15.02,23.641,421.8475609,0.6,55,2
2019,351,18.57597917,15.306,23.331,332.7252435,0,55,2
2019,352,19.0415,15.824,23.611,448.4768883,0,55,2
2019,353,18.1445625,13.598,23.351,461.9954227,0,55,2
2019,354,18.51916667,13.564,23.937,454.4767318,0,55,2
2019,355,18.38141667,14.96,23.578,296.1950238,3.1,55,2
2019,356,18.21279167,15.16,22.454,310.1868864,0,55,2
2019,357,18.85383333,15.222,23.565,404.0893,7.2,55,2
2019,358,19.05858333,15.764,22.865,280.3804905,0.1,55,2
2019,359,19.34733333,15.186,23.961,392.7827565,5.1,55,2
2019,360,18.83510417,14.178,24.069,409.29838,14.3,55,2
2019,361,20.0258125,16.843,25.15,378.5193668,36.7,55,2
2019,362,19.2393125,16.701,24.566,354.0882352,16.4,55,2
2019,363,19.780125,17.049,23.96,355.1786682,0.2,55,2
2019,364,18.6861875,14.018,23.165,439.38431,0,55,2
2019,365,18.53102083,14.558,23.5,428.5109095,0,55,2
2020,1,18.86520833,14.267,24.059,469.5304,0,55,2
2020,2,18.5978125,15.093,24.196,445.1245714,0,55,2
2020,3,18.86846809,14.791,23.393,376.6693409,0.009191489,55,2
2020,4,18.3518125,14.912,22.963,394.6250605,0,55,2
2020,5,19.06104167,13.758,24.797,461.1195,0,55,2
2020,6,19.72872917,16.043,25.177,427.2621545,0.107,55,2
2020,7,18.64714894,16.181,22.577,324.7754095,0.043914894,55,2
2020,8,17.84816667,15.513,21.769,286.9602187,0.117,55,2
2020,9,18.2946875,14.918,23.682,342.4185476,0.026,55,2
2020,10,19.33404167,15.431,25.038,406.3049545,0.001,55,2
2020,11,19.79302174,14.857,25.569,437.5305224,0,55,2
2020,12,19.9211875,15.969,26.216,491.2343684,0,55,2
2020,13,18.1388125,15.618,23.121,290.944675,0.174,55,2
2020,14,19.16516667,15.589,23.345,401.3814986,0,55,2
2020,15,19.66325,16.054,24.299,473.97455,0,55,2
2020,16,19.2645,15.724,23.539,355.0406905,0,55,2
2020,17,19.233,15.233,24.325,329.1082286,0,55,2
2020,18,19.69502083,15.629,25.213,479.8353526,0,55,2
2020,19,19.61595833,14.574,25.266,393.9708333,0,55,2
2020,20,19.77364583,14.658,25.735,458.6949143,0,55,2
2020,21,19.97247917,15.245,25.139,396.4947571,0,55,2
2020,22,19.7261875,16.269,23.653,330.9910571,0,55,2
2020,23,19.22929167,16.723,23.311,318.1971271,0,55,2
2020,24,18.9330625,16.766,22.385,210.7117365,0,55,2
2020,25,18.92041667,16.126,23.474,296.2868238,0.002,55,2
2020,26,18.21854167,16.011,21.796,276.2377745,0.174,55,2
2020,27,18.1158125,15.758,21.756,282.4776591,0.033,55,2
2020,28,17.48504167,15.283,20.928,257.5531305,0.178,55,2
2020,29,18.9668125,15.648,23.87,461.0426429,0,55,2
2020,30,19.12545833,16.024,23.804,443.7960136,0,55,2
2020,31,19.56729167,15.445,24.686,377.7620909,0,55,2
2020,32,18.5428125,15.064,23.725,363.9282955,93.099,55,2
2020,33,18.59952083,15.454,24.213,355.7351474,0,55,2
2020,34,18.98316667,15.136,24.178,447.0319955,0,55,2
2020,35,18.99620833,14.466,23.998,419.0480261,0,55,2
2020,36,18.6233125,13.047,23.96,459.9412091,0,55,2
2020,37,18.6345,14.813,24.547,487.2813714,0,55,2
2020,38,19.14791489,13.233,25.598,518.23976,0,55,2
2020,39,18.7088125,14.714,24.318,444.8922136,0,55,2
2020,40,18.43235417,14.378,24.001,469.7273832,0,55,2
2020,41,18.83366667,12.547,25.975,494.418619,0,55,2
2020,42,20.0021875,12.815,27.743,490.8081286,0,55,2
2020,43,20.24622917,13.965,26.154,472.9312095,0,55,2
2020,44,19.6303125,15.651,24.615,402.7515609,0,55,2
2020,45,19.28133333,16.144,24.175,465.9584714,0,55,2
2020,46,18.35635417,15.785,23.661,325.9854818,0,55,2
2020,47,18.19160417,15.729,22.674,312.7949652,0,55,2
2020,48,19.41252083,15.509,24.993,466.8485727,0,55,2
2020,49,19.31404167,14.855,24.592,494.1455952,0,55,2
2020,50,19.719625,16.24,25.129,464.3918909,0,55,2
2020,51,20.29479167,14.473,26.543,495.5415318,0,55,2
2020,52,20.382875,15.674,26.271,454.6050043,0,55,2
2020,53,19.5436875,15.713,25.242,329.8846313,16.548,55,2
2020,54,19.70122917,16.545,24.634,340.4493378,1.446,55,2
2020,55,19.70035417,16.307,25.161,464.4806048,0.006,55,2
2020,56,20.60941667,14.283,27.144,448.6134348,0.002,55,2
2020,57,20.2818125,16.848,26.368,402.6605796,0.001,55,2
2020,58,19.75741667,15.887,25.47,461.7468486,0,55,2
2020,59,20.00585417,16.428,25.482,435.2955714,0,55,2
2020,60,20.4700625,14.514,26.991,354.4134636,0,55,2
2020,61,20.14085417,15.929,27.255,291.59169,0.035,55,2
2020,62,18.8536875,15.826,25.187,350.66203,22.433,55,2
2020,63,20.4949375,16.487,25.456,399.2810805,0,55,2
2020,64,20.52714583,16.727,26.123,429.6350667,0,55,2
2020,65,19.79514583,15.118,27.371,437.9293877,0.739,55,2
2020,66,20.33752083,15.4,26.896,471.3034762,0,55,2
2020,67,20.39391667,15.209,27.027,448.568587,0,55,2
2020,68,19.974375,16.249,25.241,479.2792105,0,55,2
2020,69,19.901375,16.921,25.396,317.3172591,0,55,2
2020,70,20.25516667,16.558,25.559,461.4390224,0,55,2
2020,71,20.07025,15.981,25.99,432.0684455,0,55,2
2020,72,19.85270833,16.713,25.091,345.8304182,0,55,2
2020,73,20.18306383,16.541,25.71,404.1151524,0,55,2
2020,74,19.38378378,14.631,25.857,362.4497286,0.006486486,55,2
2020,75,20.47972727,16.057,26.938,455.2231,0,55,2
2020,76,20.81691667,15.913,28.211,434.7530286,0,55,2
2020,77,20.26395833,17.176,25.809,418.4385714,0,55,2
2020,78,20.137,16.055,25.718,407.6181125,0,55,2
2020,79,19.33709091,15.327,25.396,387.0441,0.026181818,55,2
2020,80,19.80520833,15.529,26.221,434.7774857,0,55,2
2020,81,19.50630435,15.85,25.09,505.4211714,0.027130435,55,2
2020,82,19.57054167,15.35,25.098,462.2074125,0,55,2
2020,83,20.04743478,14.282,26.848,455.0158286,0,55,2
2020,84,20.22922727,15.973,26.704,343.9928,0,55,2
2020,85,20.50252,16.357,26.196,315.2942857,0,55,2
2020,86,19.98508333,15.441,26.751,286.6201713,0.322,55,2
2020,87,18.78126087,15.747,24.969,319.4996846,0.039652174,55,2
2020,88,19.733375,16.339,24.857,271.81145,0,55,2
2020,89,18.97026087,14.046,25.289,437.573,0.229565217,55,2
2020,90,19.92169565,15.37,25.894,437.0686357,0.002086957,55,2
2020,91,20.24404167,17.009,24.885,430.2244,0,55,2
2020,92,20.12040909,15.329,25.561,438.7562786,0.002181818,55,2
2020,93,19.28429167,14.246,24.999,392.2966571,0,55,2
2020,94,19.616,16.518,24.577,426.8756125,0,55,2
2020,95,19.49495455,15.388,24.531,451.4931875,0,55,2
2020,96,19.65130435,15.368,25.354,410.3240429,0,55,2
2020,97,19.58617391,16.054,25.315,408.0190692,0.002086957,55,2
2020,98,19.49232,17.261,23.814,305.6059,0,55,2
2020,99,19.879375,16.099,24.923,484.4656571,0,55,2
2020,100,19.43591304,14.565,25.312,375.0230643,0,55,2
2020,101,19.82004348,15.715,24.828,439.6247833,0,55,2
2020,102,19.83808696,14.446,26.309,431.6932786,0,55,2
2020,103,19.71213043,13.394,26.147,350.8525143,0,55,2
2020,104,19.8422,16.24,24.761,232.2167857,0,55,2
2020,105,19.66195833,15.749,26.32,253.7747386,0,55,2
2020,106,19.55436364,15.933,26.53,372.362325,0.104727273,55,2
2020,107,19.19616667,14.994,25.944,410.62985,0,55,2
2020,108,19.3532,14.958,25.088,119.5464857,0,55,2
2020,109,19.19426087,16.957,25.999,237.1969125,0.087652174,55,2
2020,110,18.53291304,15.63,22.944,280.1898786,0,55,2
2020,111,18.87,16.192,23.766,257.73395,0.358956522,55,2
2020,112,18.71329167,15.448,24.201,345.2808667,2.178,55,2
2020,113,18.61282609,15.473,22.268,169.0165571,7.012173913,55,2
2020,114,16.82413043,15.373,19.122,134.6369786,191.9081739,55,2
2020,115,18.991,14.838,24.437,321.9154847,0,55,2
2020,116,18.37633333,14.913,22.315,271.4156286,11.13,55,2
2020,117,18.70691304,16.598,24.708,232.65745,3.629217391,55,2
2020,118,18.40652174,13.849,22.357,306.3282071,0,55,2
2020,119,18.97969565,14.055,24.833,368.9338487,0,55,2
2020,120,19.31368,16.555,23.754,221.0773,0,55,2
2020,121,19.48195652,16.453,24.7,393.3811429,0,55,2
2020,122,18.95729167,15.79,24.424,357.8591247,0,55,2
2020,123,19.00079167,16.275,24.206,233.4374,0,55,2
2020,124,19.31932,16.448,24.312,306.167625,0,55,2
2020,125,19.40358333,14.975,25.003,463.6810667,0,55,2
2020,126,19.35913636,15.019,24.461,348.4920254,0,55,2
2020,127,19.53178261,16.43,24.577,327.0389538,0,55,2
2020,128,18.47641667,16.113,21.771,197.422775,0,55,2
2020,129,18.28282609,14.62,22.766,254.057425,0,55,2
2020,130,17.98053846,16.379,21.01,226.7948,0,55,2
2020,131,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,132,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,133,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,134,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,135,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,136,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,137,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,138,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,139,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,140,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,141,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,142,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,143,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,144,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,145,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,146,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,147,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,148,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,149,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,150,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,151,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,152,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,153,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,154,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,155,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,156,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,157,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,158,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,159,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,160,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,161,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,162,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,163,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,164,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,165,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,166,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,167,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,168,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,169,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,170,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,171,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,172,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,173,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,174,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,175,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,176,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,177,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,178,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,179,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,180,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,181,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,182,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,183,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,184,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,185,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,186,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,187,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,188,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,189,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,190,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,191,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,192,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,193,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,194,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,195,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,196,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,197,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,198,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,199,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,200,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,201,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,202,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,203,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,204,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,205,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,206,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,207,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,208,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,209,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,210,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,211,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,212,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,213,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,214,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,215,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,216,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,217,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,218,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,219,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,220,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,221,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,222,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,223,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,224,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,225,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,226,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,227,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,228,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,229,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,230,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,231,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,232,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,233,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,234,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,235,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,236,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,237,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,238,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,239,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,240,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,241,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,242,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,243,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,244,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,245,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,246,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,247,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,248,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,249,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,250,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,251,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,252,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,253,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,254,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,255,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,256,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,257,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,258,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,259,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,260,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,261,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,262,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,263,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,264,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,265,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,266,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,267,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,268,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,269,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,270,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,271,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,272,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,273,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,274,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,275,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,276,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,277,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,278,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,279,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,280,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,281,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,282,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,283,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,284,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,285,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,286,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,287,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,288,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,289,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,290,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,291,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,292,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,293,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,294,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,295,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,296,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,297,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,298,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,299,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,300,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,301,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,302,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,303,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,304,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,305,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,306,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,307,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,308,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,309,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,310,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,311,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,312,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,313,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,314,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,315,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
2020,316,18.92759328,14.77867306,24.07701151,314.8268433,1.724931084,55,2
