Date,Time,NEE,qc_co2_flux,u,H,LE,h2o_flux,VPD,Rg,PPFD,Temp,Precip,SWC_3_1_1,SWC_2_1_1,SWC_1_1_1,RH,e,es,Tdew,Ts_1_1_1,Ts_2_1_1,Ts_3_1_1,wind_speed,wind_dir,max_wind_speed
04/02/2020,23:00,8.82151,1,0.242858,-16.8135,-11.109,-0.250796,0.12944,-9999,-9999,16.9690000000001,0,0.242333,0.2047,0.223,95.3717,1894.65,2024.09,289.808,24.2,23.7,22.433,1.61984,59.487,4.30902
04/02/2020,23:30,4.04558,0,0.127663,-3.53474,-2.77604,-0.0627,0.106081,-9999,-9999,17.35,0,0.2411,0.204533,0.223,96.4237,1905.27,2011.35,289.896,24.2,23.6950000000001,22.4,1.29039,89.6426,2.93657
04/03/2020,00:00,2.06855,0,0.0904871,-4.14021,2.94666,0.0665077,0.082612,-9999,-9999,17.155,0,0.241,0.204433,0.223,97.3723,1910.04,1992.65,289.936,24.2,23.627,22.145,0.919397,56.3833,2.45032
04/03/2020,00:30,3.5022,0,0.0859284,-3.27293,-6.61195,-0.149226,0.0685851,-9999,-9999,16.954,0,0.241067,0.204133,0.223033,98.042,1915.34,1983.93,289.98,24.2,23.518,22.018,1.8569,100.12,2.68323
04/03/2020,01:00,7.13709,1,0.138887,-9.89329,-12.9186,-0.291507,0.0573445,-9999,-9999,16.901,0,0.242733,0.2043,0.223,98.4963,1903.2,1960.54,289.879,24.2,23.5,21.9,2.2327,98.0839,3.54457
04/03/2020,01:30,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
04/03/2020,02:00,-4.06858,2,0.0617708,-1.2942,-12.963,-0.292498,0.0410253,-9999,-9999,16.659,0,0.242633,0.204067,0.223,99.1267,1914.76,1955.79,289.975,24.2,23.47,21.71,0.815968,134.127,2.32469
04/03/2020,02:30,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
04/03/2020,03:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
04/03/2020,03:30,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
04/03/2020,04:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
04/03/2020,04:30,5.04946,1,0.176098,-5.73847,-4.92801,-0.111185,0.0340906,-9999,-9999,16.912,0,0.240167,0.204,0.223,99.4567,1908.8,1942.89,289.926,24.2,23.3,21.5,2.8745,79.9964,4.95502
04/03/2020,05:00,7.30966,0,0.150685,-5.0969,-8.02945,-0.181151,0.0347235,-9999,-9999,16.842,0,0.2416,0.204,0.223,99.47,1902.14,1936.86,289.871,24.2,23.192,21.5,2.16102,79.6193,4.79366
04/03/2020,05:30,3.40591,1,0.101796,-4.06697,13.547,0.305586,0.0355516,-9999,-9999,16.624,0,0.242433,0.204,0.223,99.43,1883.01,1918.56,289.712,24.2,23.027,21.478,1.96813,63.4191,3.20137
04/03/2020,06:00,5.69209,1,0.136694,0.182149,-2.9507,-0.0666,0.0340849,-9999,-9999,16.765,0,0.242667,0.204,0.223,99.538,1886.44,1920.53,289.74,24.2,23,21.308,2.00403,74.0219,3.48907
04/03/2020,06:30,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
04/03/2020,07:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
04/03/2020,07:30,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
04/03/2020,08:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
04/03/2020,08:30,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
04/03/2020,09:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
04/03/2020,09:30,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
04/03/2020,10:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
04/03/2020,10:30,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
04/03/2020,11:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
04/03/2020,11:30,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
04/03/2020,12:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
04/03/2020,12:30,-15.0741,1,0.471101,209.806,242.561,5.50539,1.13624,630.841,1592.1,23.589,0,0.236933,0.204,0.223,59.8863,1710.09,2846.33,288.206,24.2,22.8,23.993,5.1708,78.2073,10.1067
04/03/2020,13:00,-17.5442,1,0.418397,215.157,300.096,6.81327,1.25557,728.424,1811.43,24.056,0,0.234367,0.204,0.223067,56.7707,1643.31,2898.88,287.588,24.2,22.8,24.33,4.97394,75.8275,10.4143
04/03/2020,13:30,-16.9629,1,0.511637,219.086,325.506,7.39397,1.38298,736.967,1829.68,24.577,0,0.234333,0.204,0.223,53.8253,1609.99,2992.97,287.272,24.2,22.8,24.736,5.4352,65.2904,10.7191
04/03/2020,14:00,-13.311,1,0.373551,160.458,271.085,6.15792,1.41242,665.418,1671.36,24.563,0,0.231867,0.203833,0.223,53.079,1584.9,2997.32,287.029,24.2,22.8200000000001,25.012,4.57927,69.0753,10.7325
04/03/2020,14:30,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
04/03/2020,15:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
04/03/2020,15:30,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
04/03/2020,16:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
04/03/2020,16:30,-6.22329,1,0.354145,64.519,133.746,3.03831,1.31108,250.315,791.656,24.343,0,0.2277,0.205967,0.223,56.723,1695.77,3006.85,288.075,24.2,23.3,25.43,4.30689,62.6957,8.65728
04/03/2020,17:00,-5.52335,1,0.353165,65.6969,127.997,2.90749,1.25172,259.835,784.879,24.234,0,0.225333,0.206,0.223,58.4513,1740.83,2992.54,288.483,24.2,23.365,25.205,4.92293,79.5436,9.26371
04/03/2020,17:30,-1.79,1,0.399302,32.2684,116.007,2.63371,1.14669,131.984,504.728,23.579,0,0.2262,0.204967,0.223,60.9147,1748.13,2894.82,288.548,24.2,23.498,25.04,4.803,69.3563,8.9799
04/03/2020,18:00,3.12599,1,0.307804,-13.4955,49.5811,1.12487,0.992823,11.2209,206.522,22.563,0,0.227133,0.2041,0.223,65.5237,1780.02,2772.84,288.83,24.2,23.522,24.857,4.19727,70.0924,7.3632
04/03/2020,18:30,3.96475,1,0.269004,-15.153,27.4773,0.622829,0.779546,-9999,74.768,21.701,0,0.223667,0.205267,0.223,71.895,1841.05,2620.6,289.358,24.2,23.69,24.667,3.77677,95.5433,6.49773
04/03/2020,19:00,8.37313,1,0.228536,-36.2487,21.1866,0.459769,0.0715555,-9999,3.8412,20.364,0,0.2234,0.2067,0.223,78.6757,15.8952,87.4507,231.577,24.2,23.7,24.343,2.96144,99.911,5.24614
04/03/2020,19:30,2.38569,2,0.28528,-6.63603,86.7372,1.94806,0.418215,-9999,-9999,18.66,0,0.225,0.206967,0.223,81.8473,1012.94,1431.15,280.317,24.2,23.7,24.115,4.95864,73.6023,11.5515
04/03/2020,20:00,5.00992,1,0.217782,-17.5597,24.8437,0.560588,0.478734,-9999,-9999,16.94,0,0.225833,0.207,0.223,78.474,1479.55,1958.28,285.975,24.2,23.7,23.795,2.73443,62.2203,8.24438
04/03/2020,20:30,3.36288,1,0.123426,-7.7732,17.5197,0.395182,0.355615,-9999,-9999,16.518,0,0.224567,0.207,0.223,84.575,1556.73,1912.35,286.754,24.2,23.7,23.642,1.97494,102.968,3.97629
04/03/2020,21:00,5.37904,0,0.1316,-5.80222,11.4993,0.259422,0.274262,-9999,-9999,16.76,0,0.222867,0.207,0.223,87.9987,1656.78,1931.04,287.714,24.2,23.7,23.393,1.3799,72.8267,3.19794
04/03/2020,21:30,5.33724,1,0.0807545,-7.23716,2.03075,0.0458223,0.226321,-9999,-9999,16.795,0,0.223,0.207,0.223,91.273,1729.75,1956.07,288.383,24.2,23.7,23.223,2.01857,56.7538,3.47088
04/03/2020,22:00,5.36067,0,0.0833493,-7.41543,-2.16358,-0.0488,0.202983,-9999,-9999,16.73,0,0.223067,0.206567,0.223067,92.4107,1747.85,1950.83,288.545,24.2,23.7,23,1.78112,101.766,2.73072
04/03/2020,22:30,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
04/03/2020,23:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
04/03/2020,23:30,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
04/04/2020,00:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
04/04/2020,00:30,5.04549,1,0.145433,-8.29514,-4.65632,-0.105019,0.110955,-9999,-9999,16.456,0,0.2224,0.204967,0.223033,95.8977,1788.73,1899.68,288.906,24.2,23.7,22.115,2.34471,111.319,4.29087
04/04/2020,01:00,7.29169,1,0.249731,-7.92666,-7.32923,-0.16528,0.0704829,-9999,-9999,16.387,0,0.223,0.205,0.223033,97.6217,1810.21,1880.7,289.093,24.2,23.697,21.988,3.17189,94.83,5.38822
04/04/2020,01:30,5.54505,1,0.241513,6.56317,-3.22796,-0.0728,0.0431995,-9999,-9999,16.281,0,0.223267,0.205033,0.223,98.756,1817.43,1860.63,289.155,24.2,23.642,21.9,2.80086,99.3992,5.61637
04/04/2020,02:00,4.70352,0,0.149743,0.756248,2.55236,0.0575255,0.0342494,-9999,-9999,15.388,0,0.223833,0.2051,0.223,99.009,1778.34,1812.59,288.815,24.2,23.515,21.898,2.00123,113.943,3.66166
04/04/2020,02:30,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
04/04/2020,03:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
04/04/2020,03:30,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
04/04/2020,04:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
04/04/2020,04:30,7.23577,1,0.179002,1.38695,6.4901,0.146323,0.0410156,-9999,-9999,15.741,0,0.221,0.205767,0.223,99.046,1811.06,1852.08,289.1,24.2,23.3,21.365,2.49358,77.405,4.50623
04/04/2020,05:00,4.72432,1,0.214474,0.84724,8.31883,0.187556,0.0395301,-9999,-9999,16.202,0,0.221,0.205867,0.223,99.178,1814.92,1854.45,289.134,24.2,23.3,21.308,2.08777,58.499,4.17666
04/04/2020,05:30,5.10751,0,0.0943729,-1.4211,-1.06608,-0.024,0.0394533,-9999,-9999,16.147,0,0.221,0.205867,0.223,99.1697,1810.15,1849.6,289.092,24.2,23.295,21.302,1.13271,52.0521,2.82271
04/04/2020,06:00,0.844905,2,0.0606939,-0.458913,0.278794,0.00628532,0.0379677,-9999,-9999,16.09,0,0.221333,0.205967,0.223067,99.2517,1809.55,1847.52,289.087,24.2,23.158,21.3,0.758944,74.4979,1.62628
04/04/2020,06:30,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
04/04/2020,07:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
04/04/2020,07:30,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
04/04/2020,08:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
04/04/2020,08:30,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
04/04/2020,09:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
04/04/2020,09:30,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
04/04/2020,10:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
04/04/2020,10:30,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
04/04/2020,11:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
04/04/2020,11:30,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
04/04/2020,12:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
04/04/2020,12:30,-23.5729,0,0.379455,259.486,319.036,7.24176,1.19503,845.393,2080.82,23.736,0,0.217733,0.207267,0.223,58.0577,1666.5,2861.54,287.805,24.2,22.8,23.738,3.70393,72.5455,9.32348
04/04/2020,13:00,-16.6548,0,0.36017,186.454,273.845,6.21622,1.18015,650.366,1632.03,23.871,0,0.214533,0.2073,0.223,58.819,1688.68,2868.83,288.01,24.2,22.8,24.282,3.9121,68.6686,8.51896
04/04/2020,13:30,-17.1344,0,0.370126,196.067,292.341,6.6387,1.28253,785.514,1940.54,24.393,0,0.2132,0.206967,0.223,56.231,1657.88,2940.4,287.725,24.2,22.8,24.755,4.57226,66.5723,10.0606
04/04/2020,14:00,-18.0463,0,0.320565,205.354,313.333,7.1173,1.3678,726.288,1827.87,24.531,0,0.2107,0.2064,0.223033,54.2117,1621.32,2989.12,287.38,24.2,22.808,25.043,4.48788,67.5422,10.786
04/04/2020,14:30,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
04/04/2020,15:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
04/04/2020,15:30,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
04/04/2020,16:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
04/04/2020,16:30,-8.61648,1,0.379779,105.776,136.226,3.09485,1.33969,281.914,1018.2,24.523,0,0.206586,0.204759,0.223103,55.6428,1680.09,3019.78,287.931,24.2,23.3,25.328,5.08626,57.6073,10.273
04/04/2020,17:00,-5.42897,1,0.433452,65.8266,123.542,2.80543,1.21872,196.469,680.717,23.895,0,0.206833,0.2068,0.223067,58.8273,1717.74,2936.46,288.275,24.2,23.377,25.1,5.3427,68.659,9.74865
04/04/2020,17:30,-1.82173,1,0.388397,22.9091,81.9959,1.86123,1.14287,103.426,442.38,23.358,0,0.2075,0.2072,0.223067,60.7143,1720.23,2863.1,288.298,24.2,23.5,24.965,5.25551,72.894,9.22987
04/04/2020,18:00,1.99358,1,0.380738,-9.82055,47.8322,1.08479,0.942048,22.5755,249.416,21.837,0,0.204633,0.206533,0.223067,66.204,1767.61,2709.65,288.721,24.2,23.523,24.75,5.2407,76.8521,9.03675
04/04/2020,18:30,5.73459,1,0.29665,-28.9081,26.7692,0.596723,0.417678,-9999,72.5826,20.999,0,0.2051,0.206,0.223167,74.5953,422.234,839.912,268.167,24.2,23.68,24.472,3.9656,80.9205,6.2635
04/04/2020,19:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
04/04/2020,19:30,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
04/04/2020,20:00,6.80389,1,0.215166,-25.3986,9.67547,0.218621,0.303367,-9999,-9999,18.301,0,0.2025,0.207267,0.223133,88.1003,1837.36,2140.72,289.326,24.2,23.7,23.7070000000001,3.10663,84.1931,4.92059
04/04/2020,20:30,4.22414,1,0.251029,-25.4211,7.23718,0.1635,0.252562,-9999,-9999,17.646,0,0.203067,0.208033,0.223167,90.2007,1864.91,2117.47,289.56,24.2,23.7,23.553,3.64943,76.0644,6.35465
04/04/2020,21:00,7.585,1,0.25361,-27.3211,3.64911,0.0824233,0.228576,-9999,-9999,17.966,0,0.2041,0.208667,0.2233,91.156,1862.56,2091.13,289.54,24.2,23.7,23.338,3.24462,70.3391,6.07328
04/04/2020,21:30,6.08659,1,0.246426,-22.4935,0.0528546,0.00119365,0.196862,-9999,-9999,17.778,0,0.200033,0.208967,0.223133,92.5573,1872.21,2069.08,289.621,24.2,23.7,23.223,3.30585,72.0732,5.56326
04/04/2020,22:00,4.10224,0,0.121688,-7.72595,-4.66349,-0.105279,0.149527,-9999,-9999,17.363,0,0.200933,0.2089,0.223067,94.3317,1869.43,2018.95,289.598,24.2,23.7,22.997,1.41045,65.1962,3.55282
04/04/2020,22:30,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
04/04/2020,23:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
04/04/2020,23:30,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
04/05/2020,00:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
04/05/2020,00:30,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
04/05/2020,01:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
04/05/2020,01:30,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
04/05/2020,02:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
04/05/2020,02:30,5.42456,1,0.205693,-5.35251,16.9064,0.381401,0.0333335,-9999,-9999,16.87,0,0.201,0.209,0.223207,99.4624,1896.73,1930.06,289.826,24.2,23.5,21.9,2.47724,95.2705,4.78588
04/05/2020,03:00,4.75608,1,0.194413,-9.20397,-0.0489,-0.0011,0.0367296,-9999,-9999,16.671,0,0.1997,0.208967,0.223133,99.2327,1871.33,1908.06,289.614,24.2,23.5,21.9,2.6506,102.725,4.79853
04/05/2020,03:30,5.04261,1,0.129425,-9.18692,-10.4135,-0.234789,0.0422565,-9999,-9999,16.132,0,0.198,0.209067,0.223,99.0003,1815.39,1857.65,289.138,24.2,23.4570000000001,21.843,2.09386,114.321,3.29107
04/05/2020,04:00,5.27536,1,0.213383,-13.9204,-6.83646,-0.154123,0.0477558,-9999,-9999,16.058,0,0.198033,0.209433,0.223033,98.8863,1797.48,1845.23,288.983,24.2,23.322,21.698,2.80808,134.484,4.98968
04/05/2020,04:30,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
04/05/2020,05:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
04/05/2020,05:30,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
04/05/2020,06:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
04/05/2020,06:30,4.21812,1,0.0728721,-4.32482,-7.30779,-0.164717,0.0769897,-9999,1.0927,15.682,0,0.197133,0.207467,0.223067,97.58,1744.81,1821.8,288.518,24.2,23.19,21.1,1.39715,91.4355,2.75911
04/05/2020,07:00,4.05416,1,0.0732954,-2.47348,-10.8007,-0.24337,0.0554936,-9999,52.284,15.368,0,0.197,0.206467,0.223067,98.4273,1728.45,1783.94,288.372,24.2,23.007,21.1,1.20875,106.39,2.17717
04/05/2020,07:30,3.97372,1,0.0928549,2.73396,20.9286,0.472078,0.100581,21.6986,274.384,16.488,0,0.196233,0.2062,0.223,97.1513,1812.37,1912.95,289.112,24.2,23,20.937,1.3441,102.05,2.42131
04/05/2020,08:00,-0.730095,1,0.152305,27.9823,51.8916,1.15298,0.210478,100.029,359.526,17.314,0,0.1968,0.206,0.223033,95.6327,448.437,658.916,268.965,24.2,22.998,20.925,1.80438,66.5768,2.85529
04/05/2020,08:30,-1.56561,0,0.172007,36.5537,86.3172,1.91386,0.20051,203.683,671.495,17.7070000000001,0,0.197067,0.206033,0.223133,94.9287,360.203,560.713,266.088,24.2,22.952,21.1,2.28163,68.6729,4.93517
04/05/2020,09:00,-8.42954,0,0.183643,71.9561,169.617,3.79437,0.364125,344.118,1029.36,19.215,0,0.198167,0.2064,0.2231,85.5017,719.949,1084.07,275.431,24.2,22.823,21.247,2.38533,65.9934,5.68127
04/05/2020,09:30,-14.0326,1,0.3367,117.423,203.071,4.58512,0.568774,400.943,1120.61,20.381,0,0.199,0.207,0.223133,77.2687,1472.24,2041.01,285.899,24.2,22.8,21.5,3.18899,69.2859,6.59023
04/05/2020,10:00,-18.0987,1,0.374032,189.266,239.334,5.42135,0.747698,590.63,1524.86,21.204,0,0.198233,0.207,0.223233,69.811,1764.07,2511.77,288.69,24.2,22.8,21.797,3.99526,73.1567,9.42042
04/05/2020,10:30,-19.4333,1,0.391905,189.497,219.907,4.98425,0.885553,571.592,1455.92,22.305,0,0.196,0.207,0.2232,65.724,1721.98,2607.54,288.313,24.2,22.8,22.158,4.01945,72.8296,8.00198
04/05/2020,11:00,-19.0325,1,0.399675,199.837,236.58,5.36466,0.918039,526.262,1333.82,22.767,0,0.196733,0.207,0.223133,65.382,1767.93,2685.97,288.724,24.2,22.8,22.627,3.46545,69.7702,7.78313
04/05/2020,11:30,-10.2652,1,0.333142,81.3968,110.716,2.50969,0.891241,336.367,885.471,22.259,0,0.195967,0.207,0.223167,66.2083,1735.54,2626.79,288.435,24.2,22.8,23.024,3.54566,56.0296,7.83703
